ObservationDate,Country.Region,Confirmed,Deaths,Recovered,
3/16/20,Croatia,57,0,2,
3/17/20,Croatia,65,0,4,
3/18/20,Croatia,81,0,4,
3/19/20,Croatia,105,1,5,
3/20/20,Croatia,128,1,5,
3/21/20,Croatia,206,1,5,
3/22/20,Croatia,254,1,5,
3/23/20,Croatia,315,1,5,
3/24/20,Croatia,382,1,5,
3/25/20,Croatia,442,1,22,
3/26/20,Croatia,495,3,22,
3/27/20,Croatia,586,3,37,
3/28/20,Croatia,657,5,45,
3/29/20,Croatia,713,6,52,
3/30/20,Croatia,790,6,67,
3/31/20,Croatia,867,6,67,
4/1/20,Croatia,963,6,73,
4/2/20,Croatia,1011,7,88,
4/3/20,Croatia,1079,8,92,
4/4/20,Croatia,1126,12,119,
4/5/20,Croatia,1182,15,125,
4/6/20,Croatia,1222,16,130,
4/7/20,Croatia,1282,18,167,
4/8/20,Croatia,1343,19,179,
4/9/20,Croatia,1407,20,219,
4/10/20,Croatia,1495,21,231,
4/11/20,Croatia,1534,21,323,
4/12/20,Croatia,1600,23,373,
4/13/20,Croatia,1650,25,400,
4/14/20,Croatia,1704,31,415,
4/15/20,Croatia,1741,33,473,
4/16/20,Croatia,1791,35,529,
4/17/20,Croatia,1814,36,600,
4/18/20,Croatia,1832,39,615,
4/19/20,Croatia,1871,47,709,
4/20/20,Croatia,1881,47,771,
4/21/20,Croatia,1908,48,801,
3/12/20,Cuba,3,0,0,
3/13/20,Cuba,4,0,0,
3/14/20,Cuba,4,0,0,
3/15/20,Cuba,4,0,0,
3/16/20,Cuba,4,0,0,
3/17/20,Cuba,5,0,0,
3/18/20,Cuba,7,1,0,
3/19/20,Cuba,11,1,0,
3/20/20,Cuba,16,1,0,
3/21/20,Cuba,21,1,0,
3/22/20,Cuba,35,1,0,
3/23/20,Cuba,40,1,0,
3/24/20,Cuba,48,1,1,
3/25/20,Cuba,57,1,1,
3/26/20,Cuba,67,2,1,
3/27/20,Cuba,80,2,4,
3/28/20,Cuba,119,3,4,
3/29/20,Cuba,139,3,4,
3/30/20,Cuba,170,4,4,
3/31/20,Cuba,186,6,8,
4/1/20,Cuba,212,6,12,
4/2/20,Cuba,233,6,13,
4/3/20,Cuba,269,6,15,
4/4/20,Cuba,288,6,15,
4/5/20,Cuba,320,8,15,
4/6/20,Cuba,350,9,18,
4/7/20,Cuba,396,11,27,
4/8/20,Cuba,457,12,27,
4/9/20,Cuba,515,15,28,
4/10/20,Cuba,564,15,51,
4/11/20,Cuba,620,16,77,
4/12/20,Cuba,669,18,92,
4/13/20,Cuba,726,21,121,
4/14/20,Cuba,766,21,132,
4/15/20,Cuba,814,24,151,
4/16/20,Cuba,862,27,171,
4/17/20,Cuba,923,31,192,
4/18/20,Cuba,986,32,227,
4/19/20,Cuba,1035,34,255,
4/20/20,Cuba,1087,36,285,
4/21/20,Cuba,1137,38,309,
3/14/20,Curacao,1,0,0,
3/15/20,Curacao,1,0,0,
3/9/20,Cyprus,2,0,0,
3/10/20,Cyprus,3,0,0,
3/11/20,Cyprus,6,0,0,
3/12/20,Cyprus,6,0,0,
3/13/20,Cyprus,14,0,0,
3/14/20,Cyprus,26,0,0,
3/15/20,Cyprus,26,0,0,
3/16/20,Cyprus,33,0,0,
3/17/20,Cyprus,46,0,0,
3/18/20,Cyprus,49,0,0,
3/19/20,Cyprus,67,0,0,
3/20/20,Cyprus,67,0,0,
3/21/20,Cyprus,84,0,0,
3/22/20,Cyprus,95,1,3,
3/23/20,Cyprus,116,1,3,
3/24/20,Cyprus,124,3,3,
3/25/20,Cyprus,132,3,3,
3/26/20,Cyprus,146,3,4,
3/27/20,Cyprus,162,5,15,
3/28/20,Cyprus,179,5,15,
3/29/20,Cyprus,214,5,15,
3/30/20,Cyprus,230,7,22,
3/31/20,Cyprus,262,8,23,
4/1/20,Cyprus,320,9,28,
4/2/20,Cyprus,356,10,28,
4/3/20,Cyprus,396,11,28,
4/4/20,Cyprus,426,11,33,
4/5/20,Cyprus,446,9,37,
4/6/20,Cyprus,465,9,45,
4/7/20,Cyprus,494,9,47,
4/8/20,Cyprus,526,9,52,
4/9/20,Cyprus,564,10,53,
4/10/20,Cyprus,595,10,58,
4/11/20,Cyprus,616,10,61,
4/12/20,Cyprus,633,11,65,
4/13/20,Cyprus,662,12,65,
4/14/20,Cyprus,695,12,65,
4/15/20,Cyprus,715,12,65,
4/16/20,Cyprus,735,12,77,
4/17/20,Cyprus,750,12,77,
4/18/20,Cyprus,761,12,79,
4/19/20,Cyprus,767,12,81,
4/20/20,Cyprus,772,12,81,
4/21/20,Cyprus,784,12,98,
3/1/20,Czech Republic,3,0,0,
3/2/20,Czech Republic,3,0,0,
3/3/20,Czech Republic,5,0,0,
3/4/20,Czech Republic,8,0,0,
3/5/20,Czech Republic,12,0,0,
3/6/20,Czech Republic,18,0,0,
3/7/20,Czech Republic,19,0,0,
3/8/20,Czech Republic,31,0,0,
3/9/20,Czech Republic,31,0,0,
3/10/20,Czech Republic,41,0,0,
3/11/20,Czech Republic,91,0,0,
3/12/20,Czech Republic,94,0,0,
3/13/20,Czech Republic,141,0,0,
3/14/20,Czech Republic,189,0,0,
3/15/20,Czech Republic,253,0,0,
3/16/20,Czech Republic,298,0,3,
3/17/20,Czech Republic,396,0,3,
3/18/20,Czech Republic,464,0,3,
3/19/20,Czech Republic,694,0,3,
3/20/20,Czech Republic,833,0,4,
3/21/20,Czech Republic,995,0,6,
3/22/20,Czech Republic,1120,1,6,
3/23/20,Czech Republic,1236,1,7,
3/24/20,Czech Republic,1394,3,10,
3/25/20,Czech Republic,1654,6,10,
3/26/20,Czech Republic,1925,9,10,
3/27/20,Czech Republic,2279,9,11,
3/28/20,Czech Republic,2631,11,11,
3/29/20,Czech Republic,2817,16,11,
3/30/20,Czech Republic,3001,23,25,
3/31/20,Czech Republic,3308,31,45,
4/1/20,Czech Republic,3508,39,61,
4/2/20,Czech Republic,3858,44,67,
4/3/20,Czech Republic,4091,53,72,
4/4/20,Czech Republic,4472,59,78,
4/5/20,Czech Republic,4587,67,96,
4/6/20,Czech Republic,4822,78,121,
4/7/20,Czech Republic,5017,88,172,
4/8/20,Czech Republic,5312,99,233,
4/9/20,Czech Republic,5569,112,301,
4/10/20,Czech Republic,5732,119,346,
4/11/20,Czech Republic,5831,129,411,
4/12/20,Czech Republic,5991,138,464,
4/13/20,Czech Republic,6059,143,519,
4/14/20,Czech Republic,6111,161,642,
4/15/20,Czech Republic,6216,166,819,
4/16/20,Czech Republic,6433,169,972,
4/17/20,Czech Republic,6549,173,1174,
4/18/20,Czech Republic,6606,181,1227,
4/19/20,Czech Republic,6746,186,1298,
4/20/20,Czech Republic,6900,194,1559,
4/21/20,Czech Republic,7033,201,1753,
2/27/20,Denmark,1,0,0,
2/28/20,Denmark,1,0,0,
2/29/20,Denmark,3,0,0,
3/1/20,Denmark,4,0,0,
3/2/20,Denmark,4,0,0,
3/3/20,Denmark,6,0,0,
3/4/20,Denmark,10,0,0,
3/5/20,Denmark,10,0,0,
3/6/20,Denmark,23,0,1,
3/7/20,Denmark,23,0,1,
3/8/20,Denmark,35,0,1,
3/9/20,Denmark,90,0,1,
3/10/20,Denmark,262,0,1,
3/11/20,Denmark,444,0,1,
3/12/20,Denmark,617,0,1,
3/13/20,Denmark,804,0,1,
3/14/20,Denmark,836,1,1,
3/15/20,Denmark,875,2,1,
3/16/20,Denmark,932,3,1,
3/17/20,Denmark,1024,4,1,
3/18/20,Denmark,1115,4,1,
3/19/20,Denmark,1225,6,1,
3/20/20,Denmark,1337,9,1,
3/21/20,Denmark,1420,13,1,
3/22/20,Denmark,1514,13,4,
3/23/20,Denmark,1572,24,24,
3/24/20,Denmark,1718,32,36,
3/25/20,Denmark,1862,34,41,
3/26/20,Denmark,2023,41,50,
3/27/20,Denmark,2200,52,57,
3/28/20,Denmark,2366,65,57,
3/29/20,Denmark,2564,72,73,
3/30/20,Denmark,2755,77,73,
3/31/20,Denmark,3039,90,77,
4/1/20,Denmark,3290,104,971,
4/2/20,Denmark,3573,123,1172,
4/3/20,Denmark,3946,139,1287,
4/4/20,Denmark,4269,161,1379,
4/5/20,Denmark,4561,179,1429,
4/6/20,Denmark,4875,187,1489,
4/7/20,Denmark,5266,203,1621,
4/8/20,Denmark,5597,218,1763,
4/9/20,Denmark,5830,237,1883,
4/10/20,Denmark,6014,247,1929,
4/11/20,Denmark,6191,260,2111,
4/12/20,Denmark,6369,273,2291,
4/13/20,Denmark,6513,285,2403,
4/14/20,Denmark,6706,299,2689,
4/15/20,Denmark,6876,309,2925,
4/16/20,Denmark,7074,321,3203,
4/17/20,Denmark,7268,336,3571,
4/18/20,Denmark,7437,346,4031,
4/19/20,Denmark,7580,355,4328,
4/20/20,Denmark,7711,364,4499,
4/21/20,Denmark,7891,370,4889,
3/25/20,Diamond Princess,712,10,587,
3/26/20,Diamond Princess,712,10,597,
3/27/20,Diamond Princess,712,10,597,
3/28/20,Diamond Princess,712,10,597,
3/29/20,Diamond Princess,712,10,603,
3/30/20,Diamond Princess,712,10,603,
3/31/20,Diamond Princess,712,10,603,
4/1/20,Diamond Princess,712,11,603,
4/2/20,Diamond Princess,712,11,619,
4/3/20,Diamond Princess,712,11,619,
4/4/20,Diamond Princess,712,11,619,
4/5/20,Diamond Princess,712,11,619,
4/6/20,Diamond Princess,712,11,619,
4/7/20,Diamond Princess,712,11,619,
4/8/20,Diamond Princess,712,11,619,
4/9/20,Diamond Princess,712,11,619,
4/10/20,Diamond Princess,712,11,619,
4/11/20,Diamond Princess,712,11,619,
4/12/20,Diamond Princess,712,11,619,
4/13/20,Diamond Princess,712,11,619,
4/14/20,Diamond Princess,712,12,639,
4/15/20,Diamond Princess,712,12,639,
4/16/20,Diamond Princess,712,12,644,
4/17/20,Diamond Princess,712,13,644,
4/18/20,Diamond Princess,712,13,644,
4/19/20,Diamond Princess,712,13,644,
4/20/20,Diamond Princess,712,13,644,
4/21/20,Diamond Princess,712,13,644,
3/18/20,Djibouti,1,0,0,
3/19/20,Djibouti,1,0,0,
3/20/20,Djibouti,1,0,0,
3/21/20,Djibouti,1,0,0,
3/22/20,Djibouti,1,0,0,
3/23/20,Djibouti,3,0,0,
3/24/20,Djibouti,3,0,0,
3/25/20,Djibouti,11,0,0,
3/26/20,Djibouti,11,0,0,
3/27/20,Djibouti,12,0,0,
3/28/20,Djibouti,14,0,0,
3/29/20,Djibouti,18,0,0,
3/30/20,Djibouti,18,0,0,
3/31/20,Djibouti,30,0,0,
4/1/20,Djibouti,33,0,0,
4/2/20,Djibouti,40,0,0,
4/3/20,Djibouti,49,0,8,
4/4/20,Djibouti,50,0,8,
4/5/20,Djibouti,59,0,9,
4/6/20,Djibouti,90,0,9,
4/7/20,Djibouti,90,0,9,
4/8/20,Djibouti,135,0,25,
4/9/20,Djibouti,135,0,25,
4/10/20,Djibouti,150,1,36,
4/11/20,Djibouti,187,2,36,
4/12/20,Djibouti,214,2,36,
4/13/20,Djibouti,298,2,41,
4/14/20,Djibouti,363,2,53,
4/15/20,Djibouti,435,2,71,
4/16/20,Djibouti,591,2,73,
4/17/20,Djibouti,732,2,76,
4/18/20,Djibouti,732,2,76,
4/19/20,Djibouti,846,2,102,
4/20/20,Djibouti,846,2,102,
4/21/20,Djibouti,945,2,112,
3/22/20,Dominica,1,0,0,
3/23/20,Dominica,2,0,0,
3/24/20,Dominica,2,0,0,
3/25/20,Dominica,7,0,0,
3/26/20,Dominica,11,0,0,
3/27/20,Dominica,11,0,0,
3/28/20,Dominica,11,0,0,
3/29/20,Dominica,11,0,0,
3/30/20,Dominica,11,0,0,
3/31/20,Dominica,12,0,0,
4/1/20,Dominica,12,0,0,
4/2/20,Dominica,12,0,0,
4/3/20,Dominica,12,0,0,
4/4/20,Dominica,14,0,0,
4/5/20,Dominica,14,0,0,
4/6/20,Dominica,15,0,1,
4/7/20,Dominica,15,0,1,
4/8/20,Dominica,15,0,1,
4/9/20,Dominica,15,0,1,
4/10/20,Dominica,16,0,5,
4/11/20,Dominica,16,0,5,
4/12/20,Dominica,16,0,8,
4/13/20,Dominica,16,0,8,
4/14/20,Dominica,16,0,8,
4/15/20,Dominica,16,0,8,
4/16/20,Dominica,16,0,8,
4/17/20,Dominica,16,0,8,
4/18/20,Dominica,16,0,8,
4/19/20,Dominica,16,0,8,
4/20/20,Dominica,16,0,8,
4/21/20,Dominica,16,0,8,
3/1/20,Dominican Republic,1,0,0,
3/2/20,Dominican Republic,1,0,0,
3/3/20,Dominican Republic,1,0,0,
3/4/20,Dominican Republic,1,0,0,
3/5/20,Dominican Republic,1,0,0,
3/6/20,Dominican Republic,2,0,0,
3/7/20,Dominican Republic,2,0,0,
3/8/20,Dominican Republic,5,0,0,
3/9/20,Dominican Republic,5,0,0,
3/10/20,Dominican Republic,5,0,0,
3/11/20,Dominican Republic,5,0,0,
3/12/20,Dominican Republic,5,0,0,
3/13/20,Dominican Republic,5,0,0,
3/14/20,Dominican Republic,11,0,0,
3/15/20,Dominican Republic,11,0,0,
3/16/20,Dominican Republic,11,0,0,
3/17/20,Dominican Republic,21,1,0,
3/18/20,Dominican Republic,21,1,0,
3/19/20,Dominican Republic,34,2,0,
3/20/20,Dominican Republic,72,2,0,
3/21/20,Dominican Republic,112,2,0,
3/22/20,Dominican Republic,202,3,0,
3/23/20,Dominican Republic,245,3,3,
3/24/20,Dominican Republic,312,6,3,
3/25/20,Dominican Republic,392,10,3,
3/26/20,Dominican Republic,488,10,3,
3/27/20,Dominican Republic,581,20,3,
3/28/20,Dominican Republic,719,28,3,
3/29/20,Dominican Republic,859,39,3,
3/30/20,Dominican Republic,901,42,4,
3/31/20,Dominican Republic,1109,51,5,
4/1/20,Dominican Republic,1284,57,9,
4/2/20,Dominican Republic,1380,60,16,
4/3/20,Dominican Republic,1488,68,16,
4/4/20,Dominican Republic,1488,68,16,
4/5/20,Dominican Republic,1745,82,17,
4/6/20,Dominican Republic,1828,86,33,
4/7/20,Dominican Republic,1956,98,36,
4/8/20,Dominican Republic,2111,108,50,
4/9/20,Dominican Republic,2349,118,80,
4/10/20,Dominican Republic,2620,126,98,
4/11/20,Dominican Republic,2759,135,108,
4/12/20,Dominican Republic,2967,173,131,
4/13/20,Dominican Republic,3167,177,152,
4/14/20,Dominican Republic,3286,183,162,
4/15/20,Dominican Republic,3614,189,208,
4/16/20,Dominican Republic,3755,196,215,
4/17/20,Dominican Republic,4126,200,268,
4/18/20,Dominican Republic,4335,217,312,
4/19/20,Dominican Republic,4680,226,363,
4/20/20,Dominican Republic,4964,235,416,
4/21/20,Dominican Republic,5044,245,463,
3/21/20,East Timor,1,0,0,
3/1/20,Ecuador,6,0,0,
3/2/20,Ecuador,6,0,0,
3/3/20,Ecuador,7,0,0,
3/4/20,Ecuador,10,0,0,
3/5/20,Ecuador,13,0,0,
3/6/20,Ecuador,13,0,0,
3/7/20,Ecuador,13,0,0,
3/8/20,Ecuador,14,0,0,
3/9/20,Ecuador,15,0,0,
3/10/20,Ecuador,15,0,0,
3/11/20,Ecuador,17,0,0,
3/12/20,Ecuador,17,0,0,
3/13/20,Ecuador,17,0,0,
3/14/20,Ecuador,28,2,0,
3/15/20,Ecuador,28,2,0,
3/16/20,Ecuador,37,2,0,
3/17/20,Ecuador,58,2,0,
3/18/20,Ecuador,111,2,0,
3/19/20,Ecuador,199,3,0,
3/20/20,Ecuador,367,5,0,
3/21/20,Ecuador,506,7,3,
3/22/20,Ecuador,789,14,3,
3/23/20,Ecuador,981,18,3,
3/24/20,Ecuador,1082,27,3,
3/25/20,Ecuador,1173,28,3,
3/26/20,Ecuador,1403,34,3,
3/27/20,Ecuador,1595,36,3,
3/28/20,Ecuador,1823,48,3,
3/29/20,Ecuador,1924,58,3,
3/30/20,Ecuador,1962,60,3,
3/31/20,Ecuador,2240,75,54,
4/1/20,Ecuador,2748,93,58,
4/2/20,Ecuador,3163,120,65,
4/3/20,Ecuador,3368,145,65,
4/4/20,Ecuador,3465,172,100,
4/5/20,Ecuador,3646,180,100,
4/6/20,Ecuador,3747,191,100,
4/7/20,Ecuador,3747,191,100,
4/8/20,Ecuador,4450,242,140,
4/9/20,Ecuador,4965,272,339,
4/10/20,Ecuador,7161,297,368,
4/11/20,Ecuador,7257,315,411,
4/12/20,Ecuador,7466,333,501,
4/13/20,Ecuador,7529,355,597,
4/14/20,Ecuador,7603,369,696,
4/15/20,Ecuador,7858,388,780,
4/16/20,Ecuador,8225,403,838,
4/17/20,Ecuador,8450,421,838,
4/18/20,Ecuador,9022,456,1008,
4/19/20,Ecuador,9468,474,1061,
4/20/20,Ecuador,10128,507,1150,
4/21/20,Ecuador,10398,520,1207,
2/14/20,Egypt,1,0,0,
2/15/20,Egypt,1,0,0,
2/16/20,Egypt,1,0,0,
2/17/20,Egypt,1,0,0,
2/18/20,Egypt,1,0,0,
2/19/20,Egypt,1,0,0,
2/20/20,Egypt,1,0,0,
2/21/20,Egypt,1,0,0,
2/22/20,Egypt,1,0,0,
2/23/20,Egypt,1,0,0,
2/24/20,Egypt,1,0,0,
2/25/20,Egypt,1,0,0,
2/26/20,Egypt,1,0,0,
2/27/20,Egypt,1,0,0,
2/28/20,Egypt,1,0,1,
2/29/20,Egypt,1,0,1,
3/1/20,Egypt,2,0,1,
3/2/20,Egypt,2,0,1,
3/3/20,Egypt,2,0,1,
3/4/20,Egypt,2,0,1,
3/5/20,Egypt,3,0,1,
3/6/20,Egypt,15,0,1,
3/7/20,Egypt,15,0,1,
3/8/20,Egypt,49,1,1,
3/9/20,Egypt,55,1,12,
3/10/20,Egypt,59,1,1,
3/11/20,Egypt,60,1,27,
3/12/20,Egypt,67,1,27,
3/13/20,Egypt,80,2,27,
3/14/20,Egypt,109,2,27,
3/15/20,Egypt,110,2,21,
3/16/20,Egypt,150,2,27,
3/17/20,Egypt,196,4,32,
3/18/20,Egypt,196,6,32,
3/19/20,Egypt,256,6,32,
3/20/20,Egypt,285,8,39,
3/21/20,Egypt,294,10,41,
3/22/20,Egypt,327,14,56,
3/23/20,Egypt,366,19,68,
3/24/20,Egypt,402,20,80,
3/25/20,Egypt,456,21,95,
3/26/20,Egypt,495,24,102,
3/27/20,Egypt,536,30,116,
3/28/20,Egypt,576,36,121,
3/29/20,Egypt,609,40,132,
3/30/20,Egypt,656,41,150,
3/31/20,Egypt,710,46,157,
4/1/20,Egypt,779,52,179,
4/2/20,Egypt,865,58,201,
4/3/20,Egypt,985,66,216,
4/4/20,Egypt,1070,71,241,
4/5/20,Egypt,1173,78,247,
4/6/20,Egypt,1322,85,259,
4/7/20,Egypt,1450,94,276,
4/8/20,Egypt,1560,103,305,
4/9/20,Egypt,1699,118,348,
4/10/20,Egypt,1794,135,384,
4/11/20,Egypt,1939,146,426,
4/12/20,Egypt,2065,159,589,
4/13/20,Egypt,2190,164,589,
4/14/20,Egypt,2350,178,589,
4/15/20,Egypt,2505,183,589,
4/16/20,Egypt,2673,196,596,
4/17/20,Egypt,2844,205,646,
4/18/20,Egypt,3032,224,701,
4/19/20,Egypt,3144,239,732,
4/20/20,Egypt,3333,250,821,
4/21/20,Egypt,3490,264,870,
3/19/20,El Salvador,1,0,0,
3/20/20,El Salvador,1,0,0,
3/21/20,El Salvador,3,0,0,
3/22/20,El Salvador,3,0,0,
3/23/20,El Salvador,3,0,0,
3/24/20,El Salvador,5,0,0,
3/25/20,El Salvador,9,0,0,
3/26/20,El Salvador,13,0,0,
3/27/20,El Salvador,13,0,0,
3/28/20,El Salvador,19,0,0,
3/29/20,El Salvador,24,0,0,
3/30/20,El Salvador,30,0,0,
3/31/20,El Salvador,32,1,0,
4/1/20,El Salvador,32,1,0,
4/2/20,El Salvador,41,2,0,
4/3/20,El Salvador,46,2,0,
4/4/20,El Salvador,56,3,2,
4/5/20,El Salvador,62,3,2,
4/6/20,El Salvador,69,4,5,
4/7/20,El Salvador,78,4,5,
4/8/20,El Salvador,93,5,9,
4/9/20,El Salvador,103,6,14,
4/10/20,El Salvador,117,6,15,
4/11/20,El Salvador,118,6,19,
4/12/20,El Salvador,125,6,21,
4/13/20,El Salvador,137,6,22,
4/14/20,El Salvador,149,6,25,
4/15/20,El Salvador,159,6,30,
4/16/20,El Salvador,164,6,33,
4/17/20,El Salvador,177,7,38,
4/18/20,El Salvador,190,7,43,
4/19/20,El Salvador,201,7,44,
4/20/20,El Salvador,218,7,46,
4/21/20,El Salvador,225,7,48,
3/15/20,Equatorial Guinea,1,0,0,
3/16/20,Equatorial Guinea,1,0,0,
3/17/20,Equatorial Guinea,1,0,0,
3/18/20,Equatorial Guinea,4,0,0,
3/19/20,Equatorial Guinea,6,0,0,
3/20/20,Equatorial Guinea,6,0,0,
3/21/20,Equatorial Guinea,6,0,0,
3/22/20,Equatorial Guinea,6,0,0,
3/23/20,Equatorial Guinea,9,0,0,
3/24/20,Equatorial Guinea,9,0,0,
3/25/20,Equatorial Guinea,9,0,0,
3/26/20,Equatorial Guinea,12,0,0,
3/27/20,Equatorial Guinea,12,0,0,
3/28/20,Equatorial Guinea,12,0,0,
3/29/20,Equatorial Guinea,12,0,0,
3/30/20,Equatorial Guinea,12,0,0,
3/31/20,Equatorial Guinea,12,0,1,
4/1/20,Equatorial Guinea,15,0,1,
4/2/20,Equatorial Guinea,15,0,1,
4/3/20,Equatorial Guinea,16,0,1,
4/4/20,Equatorial Guinea,16,0,1,
4/5/20,Equatorial Guinea,16,0,1,
4/6/20,Equatorial Guinea,16,0,3,
4/7/20,Equatorial Guinea,16,0,3,
4/8/20,Equatorial Guinea,18,0,3,
4/9/20,Equatorial Guinea,18,0,3,
4/10/20,Equatorial Guinea,18,0,3,
4/11/20,Equatorial Guinea,18,0,3,
4/12/20,Equatorial Guinea,21,0,3,
4/13/20,Equatorial Guinea,21,0,4,
4/14/20,Equatorial Guinea,41,0,4,
4/15/20,Equatorial Guinea,51,0,4,
4/16/20,Equatorial Guinea,51,0,4,
4/17/20,Equatorial Guinea,79,0,4,
4/18/20,Equatorial Guinea,79,0,4,
4/19/20,Equatorial Guinea,79,0,4,
4/20/20,Equatorial Guinea,79,0,7,
4/21/20,Equatorial Guinea,83,0,7,
3/21/20,Eritrea,1,0,0,
3/22/20,Eritrea,1,0,0,
3/23/20,Eritrea,1,0,0,
3/24/20,Eritrea,1,0,0,
3/25/20,Eritrea,4,0,0,
3/26/20,Eritrea,6,0,0,
3/27/20,Eritrea,6,0,0,
3/28/20,Eritrea,6,0,0,
3/29/20,Eritrea,12,0,0,
3/30/20,Eritrea,12,0,0,
3/31/20,Eritrea,15,0,0,
4/1/20,Eritrea,15,0,0,
4/2/20,Eritrea,22,0,0,
4/3/20,Eritrea,22,0,0,
4/4/20,Eritrea,29,0,0,
4/5/20,Eritrea,29,0,0,
4/6/20,Eritrea,31,0,0,
4/7/20,Eritrea,31,0,0,
4/8/20,Eritrea,33,0,0,
4/9/20,Eritrea,33,0,0,
4/10/20,Eritrea,34,0,0,
4/11/20,Eritrea,34,0,0,
4/12/20,Eritrea,34,0,0,
4/13/20,Eritrea,34,0,0,
4/14/20,Eritrea,34,0,0,
4/15/20,Eritrea,35,0,0,
4/16/20,Eritrea,35,0,0,
4/17/20,Eritrea,35,0,0,
4/18/20,Eritrea,39,0,3,
4/19/20,Eritrea,39,0,3,
4/20/20,Eritrea,39,0,3,
4/21/20,Eritrea,39,0,6,
2/27/20,Estonia,1,0,0,
2/28/20,Estonia,1,0,0,
2/29/20,Estonia,1,0,0,
3/1/20,Estonia,1,0,0,
3/2/20,Estonia,1,0,0,
3/3/20,Estonia,2,0,0,
3/4/20,Estonia,2,0,0,
3/5/20,Estonia,3,0,0,
3/6/20,Estonia,10,0,0,
3/7/20,Estonia,10,0,0,
3/8/20,Estonia,10,0,0,
3/9/20,Estonia,10,0,0,
3/10/20,Estonia,12,0,0,
3/11/20,Estonia,16,0,0,
3/12/20,Estonia,16,0,0,
3/13/20,Estonia,79,0,0,
3/14/20,Estonia,115,0,0,
3/15/20,Estonia,171,0,1,
3/16/20,Estonia,205,0,1,
3/17/20,Estonia,225,0,1,
3/18/20,Estonia,258,0,1,
3/19/20,Estonia,267,0,1,
3/20/20,Estonia,283,0,1,
3/21/20,Estonia,306,0,1,
3/22/20,Estonia,326,0,4,
3/23/20,Estonia,352,0,4,
3/24/20,Estonia,369,0,7,
3/25/20,Estonia,404,1,8,
3/26/20,Estonia,538,1,8,
3/27/20,Estonia,575,1,11,
3/28/20,Estonia,645,1,20,
3/29/20,Estonia,679,3,20,
3/30/20,Estonia,715,3,20,
3/31/20,Estonia,745,4,26,
4/1/20,Estonia,779,5,33,
4/2/20,Estonia,858,11,45,
4/3/20,Estonia,961,12,48,
4/4/20,Estonia,1039,13,59,
4/5/20,Estonia,1097,15,62,
4/6/20,Estonia,1108,19,62,
4/7/20,Estonia,1149,21,69,
4/8/20,Estonia,1185,24,72,
4/9/20,Estonia,1207,24,83,
4/10/20,Estonia,1258,24,93,
4/11/20,Estonia,1304,24,93,
4/12/20,Estonia,1309,25,98,
4/13/20,Estonia,1332,28,102,
4/14/20,Estonia,1373,31,115,
4/15/20,Estonia,1400,35,117,
4/16/20,Estonia,1434,36,133,
4/17/20,Estonia,1459,38,145,
4/18/20,Estonia,1512,38,162,
4/19/20,Estonia,1528,40,164,
4/20/20,Estonia,1535,40,165,
4/21/20,Estonia,1552,43,169,
3/14/20,Eswatini,1,0,0,
3/15/20,Eswatini,1,0,0,
3/16/20,Eswatini,1,0,0,
3/17/20,Eswatini,1,0,0,
3/18/20,Eswatini,1,0,0,
3/19/20,Eswatini,1,0,0,
3/20/20,Eswatini,1,0,0,
3/21/20,Eswatini,1,0,0,
3/22/20,Eswatini,4,0,0,
3/23/20,Eswatini,4,0,0,
3/24/20,Eswatini,4,0,0,
3/25/20,Eswatini,4,0,0,
3/26/20,Eswatini,6,0,0,
3/27/20,Eswatini,9,0,0,
3/28/20,Eswatini,9,0,0,
3/29/20,Eswatini,9,0,0,
3/30/20,Eswatini,9,0,0,
3/31/20,Eswatini,9,0,0,
4/1/20,Eswatini,9,0,0,
4/2/20,Eswatini,9,0,0,
4/3/20,Eswatini,9,0,0,
4/4/20,Eswatini,9,0,0,
4/5/20,Eswatini,9,0,0,
4/6/20,Eswatini,10,0,4,
4/7/20,Eswatini,10,0,4,
4/8/20,Eswatini,12,0,7,
4/9/20,Eswatini,12,0,7,
4/10/20,Eswatini,12,0,7,
4/11/20,Eswatini,12,0,7,
4/12/20,Eswatini,14,0,7,
4/13/20,Eswatini,15,0,7,
4/14/20,Eswatini,15,0,8,
4/15/20,Eswatini,15,0,8,
4/16/20,Eswatini,16,1,8,
4/17/20,Eswatini,16,1,8,
4/18/20,Eswatini,22,1,8,
4/19/20,Eswatini,22,1,8,
4/20/20,Eswatini,24,1,8,
4/21/20,Eswatini,31,1,8,
3/13/20,Ethiopia,1,0,0,
3/14/20,Ethiopia,1,0,0,
3/15/20,Ethiopia,1,0,0,
3/16/20,Ethiopia,5,0,0,
3/17/20,Ethiopia,5,0,0,
3/18/20,Ethiopia,6,0,0,
3/19/20,Ethiopia,6,0,0,
3/20/20,Ethiopia,9,0,0,
3/21/20,Ethiopia,9,0,0,
3/22/20,Ethiopia,11,0,0,
3/23/20,Ethiopia,11,0,0,
3/24/20,Ethiopia,12,0,0,
3/25/20,Ethiopia,12,0,0,
3/26/20,Ethiopia,12,0,0,
3/27/20,Ethiopia,16,0,0,
3/28/20,Ethiopia,16,0,1,
3/29/20,Ethiopia,21,0,1,
3/30/20,Ethiopia,23,0,4,
3/31/20,Ethiopia,26,0,2,
4/1/20,Ethiopia,29,0,2,
4/2/20,Ethiopia,29,0,3,
4/3/20,Ethiopia,35,0,3,
4/4/20,Ethiopia,38,0,4,
