,Text
217,SARS-CoV-2 sequencing DDI discovery. Mutating the coronavirus predicts e... https://youtu.be/oqx18WRTnDY عبر @YouTube
218,در بانه/کردستان طبق اعلام اتحادیه خبازان، تمام نانوایی‌ها تصمیم گرفته‌اند که تا پایان قطع زنجیره‌ی کرونا به نیازمندان رایگان نان بدهند. #coronavirus #درخانه_بمانیم
219,Nunca vou perdoar o coronavirus por me fazer concordar com maia e eduardo costa
220,د بدر الملا و ابحاث الكرونا بالكويت Coronavirus SARS-CoV-2 sequencing at DDI in English https://youtu.be/uiTy3DMl9hA via @YouTube
221,At times one would feel like Malawians are competing to catch the first corona virus
222,a gente já deu uma bitoca num role mto aleatorio HEUHEUHEUEH foi daora ok 👀 vc é mto divertida vei te conheço há anos e nunca fomos mto proximas mas vem de zao quando essa BUCETA DE CORONA VIRUS acabar e vamo tomar uma gelada com os menino
223,#IslamicRepublicVirus is trying to use #coronavirus as a defence. Iranian people dont have any problem with sanctions. #COVIDSanctionsLie
224,"Coronavirus pandemic: From 0 to 200,000 cases: 4 months From 200,000 to 400,000 cases: 1 week"
225,كل ما اقرا Coronavirus اسمع صوت Cardi B داش بطبلة إذني
226,"I cut my hair, sorry f*cking shave it. I’m so KACHAL now. Damn you #coronavirus 🦠 🤬 https://twitter.com/imkamyarrad/status/1241385011384852480"
227,"R u talking about the ""Silent fart"" ?"
228,"As a country, did we have that capacity from the beginning of Covid19? If yes, why not done it maybe in January or February? If no, why do we say that no coronavirus yet in Malawi? Why monitoring closer to 2000 in isolation? More questions to be asked our minister of health. "
229,کم کم باید قرنطینه رو بشکنم😶 #coronavirus #كرونا
230,"menos mal que estás tu para informarnos de la verdad con lo que encuentras en el hueco entre los asientos del sofá. No se para que compran tanto test de coronavirus teniendo tu ""me lo creo/no me lo creo""."
231,😂😂😂😂😂 UK reaction to the #coronavirus #Friends
232,Bahrain becomes one of the first countries in the world to use Hydroxychloroquine to treat the Coronavirus (COVID-19) http://ow.ly/ww7150yUICp
233,Iran voices readiness to share scientific experience with world to fight COVID-19 pandemic #Iran #CoronaVirus #CoronaVirusIran
234,دوا زانیاری دەربارەی ڤایرۆسی کۆڕۆنا ( #کۆڤید‌۱۹ ) لە هەرێمی کوردستان؛ Latest update on novel Coronavirus (#COVID19) in Kurdistan Region: #پابەندین #24_March_2020
235,#COVID19 #coronavirus 
236,"uma das mulheres mais lindas do meu ciclo social (que só tem mulher linda), mto divertida e faz as melhores brincadeiras e playlists não tem nada de ruim pra falar de vc né, apenas saudades, xô corona virus quero ver minhas amigas"
237,How many deaths were attributed to the flu that were actually coronavirus? Trump was hoping to absorb coronavirus deaths into flu statistics? #NotDying4WallStreet
238,"Their morals their code it’s a bad joke they dropped at the first sign of trouble they only as a good as the world allows them to be, I’ll show you; When a chips are down these are these civilized people they’ll eat each other . Joker #Coronavirus"
239,"So, almost every industrialized country on earth will stay shut down till Coronavirus is hammered. Meanwhile, the crackpot in the White House send people back to work EVERYWHERE with the virus. Thousands more get sick. Who will come here and use our planes, hotels, parks, etc."
240,#IslamicRepublicVirus killed more people than #coronavirus
241,yes - i did cause the coronavirus pandemic to get out of walking tours and campus restriction... you’d do it too.
242,But why are they hiding behind Corona virus?? Victor xaba drowned this company way before Corona..
243,Agreed! Q clues us in with post #1116 on 4/9/18...2 year delta coming soon? CQ cancel? Will Coronavirus Quarantine be lifted on 4/9/20? #TrustThePlan #COVID19 #WWG1WGA #QAnon #WakeUpAmerica #TheGreatAwakening
244,Iran screens 41 million for coronavirus symptoms 
245,خوش ذوقی چینی ها بر روی کارتن های اقلام دارویی و بهداشتی اهدایی به کشورمان رسید #مژده که ایام #غم نخواهد ماند چنان نماندو چنین نیز نخواهد ماند #COVIDIDIOTS #StayAtHomeOrder #Covid19Out #coronavirus #coronavirusiran
246,so i might have the corona virus...
247,apparently my state has the fastest corona virus rate out of anywhere else in the word well fuck
248,BBC News - Coronavirus: Wuhan to ease lockdown as world battles pandemic 
249,مشهد مؤلم لامرأة مرض والدها ولا يملكون المال لأخذهم للطبيب والمستشفى لم يسلم المرضى بعد شجار مع المستشفى ، تصرخ الانتحار إذا لم يفعلوا شيئا لوالديها #نظام_الملالي هو سبب هذا الوضع ، والطريقة الوحيدة لإنهائه هي النهوض وإسقاط الملالي. #COVID19 #coronavirus #كورونا #إيران
250,"Dow Jones records an unprecedented 2,113 single-day point gain, the largest in its history. Marking +11.37%, the best percentage gain in 87 years as Congress verges on coronavirus stimulus deal. #DJIA #NYSE #Nasdaq #StockMarket"
251,SF supervisors push for more gig worker protections during the coronavirus pandemic https://www.ranzware.com/2020/03/24/sf-supervisors-push-for-more-gig-worker-protections-during-the-coronavirus-pandemic #Tech #Technews #Ranzware
252,BBC News - Tokyo 2020: Olympic and Paralympic Games postponed because of coronavirus 
253,BBC News - Coronavirus: NY governor says infection rate worse than feared 
254,A Berlin Biotech Company Got a Head Start on Coronavirus Tests - Bloomberg 
255,"The Islamic Republic kills vulnerable Iranians in an undeniable reality by using the Corona virus The regime is trying to undermine sanctions by using a dirty tool like @NIACAction Mr. @SecPompeo, please do not be fooled. #COVIDSanctionsLie"
256,"Mi tío tiene los síntomas del coronavirus, pidió el test y le dijeron que NO HAY pero que haga cuarentena porque tiene los síntomas. O sea que a esas cifras de infectados sumenles todas las personas que tienen síntomas y no les hacen el test."
257,"کارثة #کورونا في #إیران ممرضة تبکي في مستشفى الإمام رضا في مدينة مشهد . وتقول: ""مرت 23 يومًا بالضبط ولم أتمكن من رؤية أطفالي وعائلتي ،تزداد مصابین بـ كورونا يوماً تلو اخر لایزال نظام الملالي یخفي الحقائق عن العالم #COVID19 #Coronavirus "
258,Day 3 of curfew in Kuwait #Kuwait #coronavirus #coronaviruskuwait #StayAtHome #StaySafe
259,"May be. But I am not sure how the amount of shit China has done compares to America. One thing I am sure of is that U.S. has done all that shit to Iran. China is sending massive help to stop coronavirus in Iran, Italy and elsewhere. U.S. is cranking up sanctions and bombings. "
260,دولت‌هــا دیگــر در عرصـه #اقتصاد هیـچ حضـور موفقـی نخواهنـد داشـت و ایـن #کارآفرینـان هسـتند که جهــان را اداره می‌کننــد. #رشتو #کروناویروس #coronavirus #کتاب #سراب_توسعه #اقتصاد_ایران
261,nao tem corona virus nao tem corona virus pq o nosso deus tem poder contra todos virus
262,"O Coronavírus, antes de alcançar o pulmão, permanece na garganta por dias, esse é o tempo que a tosse e a dor na garganta inicia. Se tomar muita água e gargarejo com sal ou vinagre o vírus não é eliminado. Pq a única solução, eh comer o cu de qm ta lendo"
263,اگه خواستین مدیریت کردن یه جماعت رو یاد بگیرید از #روحانی الگو برداری کنید ولی به سبک #لقمان!!!! #كرونا #کروناویروس #coronavirus #COVID19 #COVIDIDIOTS #مدیریت #الگو
264,"C TikTok Hosanna Mandir on Tonkorante Road, Guntur, with a crowd of 20, 000 people? Thirumala lanes closed with fear of coronavirus And how the police and government permits Hosanna Christ Church."
265,"têm dois colegas de trabalho afastados por suspeita do #coronavirus e nós tá como???? cheia de trem na cabeça pq se um no galpão pegar essa porra, o resto contrai tbm"
266,"Russian Foreign Minister in a phone call w/ his Iranian counterpart, @JZarif stressed that Moscow urges US to end anti-Iran sanctions which prevent the country from fighting coronavirus pandemic "
267,Corona virus teaching people a lesson that cooking isn't something to do with a slave mentality or being backwards
268,@pkfreestyleiro que me aguarde quando eu pegar corona vírus
269,ایتالیایی ها محموله الکل و مواد ضدعفونی کننده که به تونس میرفت رو در دریا دزدیدن. جمهوری چک محموله ی ماسک های اهدایی چین به ایتالیا رو در دریا مصادره کرد... بشینید تو قرنطینه كرونا مستند حیات‌وحش ببینید نام مستند: دنیای متمدن غرب! #COVIDー19 #coronavirus
270,"The #US announces 600 #coronavirus deaths and 50,000 infections #BaghdadPost #CoronavirusLockdown #COVID2019 #StaySafe #StayAtHome"
271,How to run safely amid coronavirus concerns. #coronavirus 
272,"enquanto em alguns lugares tem a sirene de “The Purge” ou carros da polícia, a gente tem uma Kombi que toca o plantão da globo e alerta sobre o coronavírus "
273,"We salute to all doctors, nurses and paramedical who is serving humanity against @CoronaVirus @Covid19 we all with you we love you,,,,,,,,,,"
274,Atenção moradores coronavírus mata! 😂😂😂😂😂😂eu amo o bdi
275,Six new #coronavirus cases in quarantined town of Darbandikhan: KRG health ministry 
276,Need to take action against corona virus To lock down
277,💯 SHARE THIS POST WITH EVERYONE SO EVERYONE KNOWS THE WISDOM BEHIND CORONAVIRUS SITUATION ❤️ . . Tag👥|Comment🔖|Save📲 📍 . . Follow @Real7hmed @Real7hmed @Real7hmed . . . #AhmedMotivates #quotestoliveby #urdu #igtv… https://www.instagram.com/p/B-IP2QPHfk8/?igshid=1abju18jehjxw
278,Greta Thunberg says she ‘likely’ had new coronavirus 
279,Coronavirus: 5 new recovery cases in Kurdistan Region 
280,Coronavirus: Tokyo 2020 Olympics postponed until 2021 
281,"Six new cases of coronavirus recorded in Darbandikhan, Sulaimaniyah, according health ministry. Total cases in Kurdistan Region increased to 97"
282,Corona virus 🦠
283,Every 10 minutes a person in Iran is dying from the Corona Virus including Doctors. The sanctions on Iran in this moment is a crime against humanity. Sanctions must end now. #EndCOVIDSanctions
284,"#Iran's foreign minister @JZarif &amp; #Russia foreign minister Lavrov had a phone talk on Tuesday night over spread of #CoronaVirus &amp; developments in #Afghanistan. Lavrov said Russia urges US to lift Iran sanctions, ASAP, that bar the country from combating the pandemic #COVID19."
285,Listening to “Dil Kyun Yeh Mera Shor e Kare” ! Feels really relaxing amidst this #Coronavirus
286,"UAE announces 50 new cases of coronavirus, tally at 248 http://www.arabtimesonline.com/news/uae-announces-50-new-cases-of-coronavirus-tally-at-248/ #UAE #CoronaVirusUpdate #coronavirusUAE #coronavirus "
287,#CoronaVirus #StayHome
288,Coronavirus Ka Khauf | Haram Me Tawaf Aur Masjidon Me Bajamat Namaz Band... https://youtu.be/NTcRyc0jNR4 via @YouTube
289,😂 mbwe mutisambizgeko tawanyinu. Vingazatijumphangaso yayi next time
290,After Corona virus hantavirus appears in chaina 😭😭 31 cases 1 death ya Allah reham kar dey apny bando pey humri galtiya maf farmaaa ameen
291,mais um ato homofóbico feito pelo corona vírus 
292,"• Wash your hands frequently • Maintain social distancing •Maintain social distancing • Avoid touching eyes, nose and mouth •If you have fever, cough and difficulty breathing, seek medical care early #corona #coronavirus #stayhome"
293,The International Monetary Fund (IMF) has said the future of the country’s economy remains unclear in the face of the corona virus outbreak and the continued political impasse.
294,Is Coronavirus Paving Way for Substantial Future of Robotics-as-a-Service? https://www.analyticsinsight.net/is-coronavirus-paving-way-for-substantial-future-of-robotics-as-a-service/ via @https://twitter.com/analyticsinme
295,#coronavirus #AmericanVirus #DoctorsWithoutBorders #پزشكان_بدون_مرز #آمريكا_نگاهي_از_درون #KhameneiTheGreat
296,"Global #coronavirus infections — The number of #COVID19 infections worldwide has now topped 400,000 and more than 18,200 people have died from the virus, according to data compiled by Johns Hopkins University."
297,تامل براى فكر كردن درباره آنچه ويروس كرونا از بشر مى خواهد. A MOMENT OF SILENCE TO THINK ABOUT WHAT CORONAVIRUS WANTS FROM MANKIND #پرسش_کرونا_از_انسان_معاصر #ترنس_مدرن https://www.instagram.com/p/B-INwIdgIW3/?igshid=1pxr1tkqyw8yt
298,Le ministre russe des AE a déclaré lors d’un appel téléphonique avec Mohammad Javad @JZarif que la Russie demande aux États-Unis de lever immédiatement les sanctions contre l’Iran qui empêchent la lutte du pays contre l’épidémie de #Coronavirus 
299,Eti angosankhana okha
300,"A gente sabe o resultado, né?! Claro que contraíram o #coronavirus. Mas aí teriam que dar o braço a torcer de que não é uma “gripezinha”. Agora, favor agendar o teste de sanidade, sobretudo para o presida. "
301,Nanga ndudabwatu. Mpaka lero!
302,"#Coronavirus has shown the world that community and solidarity are vital - so spare a thought for the children of #Yemen who have lived through five years of devastating war. Together, we must #StopTheWarOnChildren. #mentalhealth” https://tinyurl.com/YemenMHPSS"
303,Are you serious? I will get you a bat soup it's more delicious! With a Guarantee corona virus!! Don't you even try to correct my SPELLING 😡 Remember its English!!!
304,"For your safety and the safety of Bahrain and in line with the decisions of the National Committee to Combat the Corona Virus, we now offer you home delivery services starting from the date of 25 March 2020. Please call 17731366 to provide you WhatsApp numbers for orders."
305,Haha she’s hilarious!!! the first 30 sec 😂 corona virus made people tough lmao 😝 
306,"Buddy, That coronavirus queen is my wife!"
307,Kodi zonse zotchulana tchulana zatha ifeyo sitinatchulidweko! Mumangosankhana nokha!?
308,Mais de 400 mil casos oficialmente declarados de coronavírus no mundo 
309,#خليك_بالبيت ئێمەش #پابەندین #coronavirus #covod19 #corona #رێكخراوی_ئاستی_وئازادی #منظمة_السلام_والحرية #Peace_and_Freedom_Organization #PFO http://WWW.PFO-KU.ORG
310,"🔴Watch: An #Iraqi doctor is tearfully imploring citizens to stay home, saying that they have been here for seven days and nights, tired and stressed while sacrificing their lives to help #coronavirus patients. #BaghdadPost #CoronavirusLockdown #COVID2019 #StaySafe #StayAtHome"
311,corona virus vc me obriga a beber
312,"#نوروز ۲۵۷۹ جهان بکجا دیوانه وار, چنین شتابان می رود؟! پاینده ایران 💎 #جاویدشاه 🔥 #فیروز_جامگان 💎 #رنسانس_ایرانی 🌱 #CoronaVirus "
313,Constructive phone conversation this evening with Assistant Secretary Marshall Billingslea @USTreasury on US-Kurdistan Region relations. We discussed KRG’s response to the #coronavirus pandemic and ways that the US government can help. 
314,MEK Iran: Unemployment Rate Rises Amid #Coronavirus Health Crisis. https://mek-iran.com/2020/03/24/mek-iran-unemployment-rate-rises-amid-coronavirus-health-crisis/ #Iran #MEK @USAdarFarsi
315,#Coronavirus: Private hospitals must cut fees by 25 percent: KRG health ministry 
316,#کرونا #COVIDIDIOTS #coronavirus 
317,"El secretario general de la #ONU urge a todos los países a ayudar a #Irán en su lucha contra el #coronavirus, e insiste en la necesidad a su vez de cancelar las sanciones impuestas por #EEUU, tal como ha pedido la Alta Comisionada de las Naciones Unidas http://es.irna.ir/news/83726620/"
318,"Hantavirus in China: After coronavirus havoc, man dies of rat-caused disease – all you need to know "
319,"If #China had more Transparency with World about #Corona virus، the World would be Empty from this Virus, or at least would be Controlled!! But the didn't.. Prayers for all the People around the world Regardles.. #StayHome #CoronaVirusUpdate #staysafe #Hantavirus"
320,‘Wonder Woman 1984’ release delayed due to coronavirus https://www.ranzware.com/2020/03/24/wonder-woman-1984-release-delayed-due-to-coronavirus #Tech #Technews #Ranzware
321,"President @HassanRouhani said on Tuesday that the number of people hospitalized and deaths due to the #coronavirus are decreasing in #Iran, which show important measures have been taken."
322,"Shamjani lamenta que solo #EEUU considere el #coronavirus como una oportunidad para perpetuar sus hostilidades, tras mostrar su “alegría” por los perniciosos efectos que está teniendo en #Irán y #China http://es.irna.ir/news/83726321/"
323,corona in italy #coronavirus #cartoon #cartoons
324,"The head of #Iran's Health Ministry Public Relations Office said on Tuesday that 8,913 people out of a total of 24,811 infected by the #coronavirus have survived the deadly disease while 1,934 have lost their lives to it. "
325,Taking about for corona virus 🦠 so hope you guys enjoy this video Full video link....🙏▶️https://youtu.be/GSpXtwRT6Sg
326,"Funerals have become surreal in #Iran with #COVID19 spreading fast while people try to maintain #SocialDistancing. Iran official death toll from #coronavirus is at 1,934 with total number of people diagnosed at 24,811. (Funeral in Zanjan — Photos by Nima Bigdely) "
327,"Five more coronavirus patients recovered in Sulaimaniyah, according to health director. 27 people have recovered from the virus in Sulaimaniyah so far. "
328,"Amazon warehouse workers organized to demand PTO, and coronavirus clinched it https://www.ranzware.com/2020/03/24/amazon-warehouse-workers-organized-to-demand-pto-and-coronavirus-clinched-it #Tech #Technews #Ranzware"
329,"Thanks, Coronavirus: YouTube will now default to 480p globally https://www.ranzware.com/2020/03/24/thanks-coronavirus-youtube-will-now-default-to-480p-globally #Tech #Technews #Ranzware"
330,تناقض گویی‌های مقامات حکومتی از رشد ۱۳ درصدی مرگ و میر تا کاهش آمار مبتلایان به کرونا https://javanehha.com/2020/03/24/%d8%aa%d9%86%d8%a7%d9%82%d8%b6-%da%af%d9%88%db%8c%db%8c%e2%80%8c%d9%87%d8%a7%db%8c-%d9%85%d9%82%d8%a7%d9%85%d8%a7%d8%aa-%d8%ad%da%a9%d9%88%d9%85%d8%aa%db%8c-%d8%a7%d8%b2-%d8%b1%d8%b4%d8%af-%db%b1/ #ویروس_کرونا #کروناویروس #کرونا #Coronavirus
331,Eu acho que está na hora de um frases que merecem tapa na cara versão corona vírus !! Está fácil essa hein!!
332,Le coronavirus Covid-19 en 7 points - RFI 
333,"querido corona vírus, ngm quer trancar o curso de vdd não, era meme bjus e obg"
334,SARS-CoV-2 sequencing DDI discovery. Mutating the coronavirus predicts e... https://youtu.be/oqx18WRTnDY عبر @YouTube #الكويت #مجلس_الأمة #فيروس_كورونا
335,"لسلامتكم وسلامتنا، وسلامة الجميع.. نواصل عملنا من المنزل.. #معاً_ضد_الكورونا #كلنا_فريق_البحرين #فايروس_كورونا #البحرين #دايم_العالمية To keep everyone safe and healthy, we are proceeding work from home. #coronavirus #stayhome #workfromhome #DimeGlobal #Bahrain"
336,Har la corona man kam bw hanta”sh hat 🤣 #coronavirus #Hantavirus
337,كلام علمي دقيق ومنطقي يشرحه صاحب الاختصاص برفيسور فهد الملا اتمنى استماع المقطع كامل SARS-CoV-2 sequencing DDI discovery. Mutating the coronavirus predicts e... https://youtu.be/oqx18WRTnDY via @YouTube
338,پزشکان بدون مرز VS پزشکان بدون مغز البته که ما خودمون انتخاب کردیم دومی رو #coronavirus #كرونا
339,"Trancado dentro de casa, sem perspectiva de sair e tem que aguentar essa merda de coronavirus, mas o pior e que a desgraça da @ClaroBrasil @NETatende @NEToficial , não funciona e cai toda hora, o inferno essa empresa, puta que pariu."
340,Coronavirus: qui sont les personnes vulnérables? 
341,تا عمر داریم این زبون‌نفهما باید هرچیزیو بخورن، بقیه واکسنشو تولید کنن! 😑 #coronavirus #Hantavirus
342,"—Q: Do news sites have an ethical duty to remove paywalls on #coronavirus coverage? —A: ""By making all of coronavirus reporting free, you tell your audience that your mission is bigger than your bottom line."" cc: @business #journalism #paywall #Covid19"
343,#coronavirus کم بود #Hantavirus هم اضافی شد. منقرض شن بمیرن راحت شیم. اَه
344,If we had frequent corona virus outbreak we would appreciate our time together more this just gonna last for about a month or so!!
345,"Stay at home, Do not give #coronavirus a chance to spread! "
346,Confirmed Coronavirus infections per capita. 
347,اگر قراره حدود شصت درصد ایران دچار کرونا باشند پس چرا چین نشد #كورونا #coronavirus
348,Coming soon. . . Mobile #Basij mobile lab to unveil #Corona virus. This unique lab is the only laboratory in Iran to announce a 2-hour corona test response within 2 hours (Other 4-hour laboratories do this test) 
349,An MP has taken the initiative to put banners at the entrances of all of his closed sheesha coffee shops #Bahrain #Coronavirus https://bit.ly/2wpVR2Q
350,در حالی که میلیاردها نفر به شستن دست با اب و صابون دسترسی ندارند کشوری هستیم که فقط یک موردش سال ها پیش دارای یه حمام فقط با یه شمع داری اب گرم و سرد لاکچری و فانتزی قطار قطار بوده #ایران #كرونا #COVID19 #coronavirus #StayAtHome
351,What countries have been affected by the novel coronavirus known as COVID-19? How many cases are there in China? https://infographics.channelnewsasia.com/covid-19/map.html via @ChannelNewsAsia
352,Sky News reports video showing what it's like to drive through an empty #London during the #coronavirus pandemic. #BaghdadPost #CoronavirusLockdown #COVID2019 #StaySafe #StayAtHome
353,"corona virus eu estou de dando um prazo de até dia 01/05 pra sumir do Brasil ou eu não vou entender legal, pq quero comemorar meu aniversário"
354,Hey!!! COVID-19!!! Not cool!! #COVID19 #coronavirus #COVIDー19 #CoronavirusPandemic
355,"If you are so scared of the Coronavirus, STAY HOME!!! 🤬"
356,"Americans, foreigners desperately try to leave South Africa ahead of coronavirus lockdown https://fxn.ws/3boUyQe #FoxNews"
357,"Let’s focus how to beat the corona virus , as i think this crisis will make the Jordanian people more aware and know how to stand together, once the people will be together any another problem will be solved as you told from stolen resources, i hope this crisis will end."
358,China’s aggressive measures have slowed the coronavirus. They may not work in other countries | Science | AAAS 
359,Immunity Boosting tips from @BrashFitness &gt;&gt;&gt;&gt; https://mailchi.mp/265f1169cf72/covid19immunityboosters #COVID19 #coronavirus #fitness
360,Govt spokesman announces fund to support Kuwaiti coronavirus countermeasures http://www.arabtimesonline.com/news/govt-spokesman-announces-fund-to-support-kuwaiti-coronavirus-countermeasures/ #Kuwait #coronavirus #coronaviruskuwait
361,Mutations can reveal how the coronavirus moves—but they’re easy to overinterpret | Science | AAAS 
362,No he didn't lose his entire family to coronavirus. 
363,Coronavirus tests: researchers chase new diagnostics to fight the pandemic https://www.nature.com/articles/d41586-020-00827-6?utm_source=Nature+Briefing&amp;utm_campaign=94a7072063-briefing-dy-20200324&amp;utm_medium=email&amp;utm_term=0_c9dfd39373-94a7072063-44183189
364,"""كل مشاكل البشرية تنبع من عدم قدرة الإنسان على الجلوس لوحده في غرفته بهدوء"" .. #باسكال الظاهر من زمان أخوانا ممستقرين 😂 #خليك_بالبيت #Stay_Home #Covid_19 #CoronaVirus"
365,"few day ago,Trump felt he was a doctor and prescribed several drug‌ for patients with coronavirus. One male patient died due to the use of trump medication. His wife is also in poor condition.Trump stupidly kills his own people #COVID19 #KhameneiTheGreat"
366,"When You Die of the Coronavirus, You Die Alone "
367,de tanto eu ficar deitada na msm posição meu colchão criou um buraco kkkkkk corona vírus eu quero um colchão novo AGORA
368,"yes u r right, but you can get the disease from China animals market and i didn't say anything about boycott but already all of the world are getting coronavirus disease ( COVID-19) from China"
369,Coronavirus: Woman whose husband died from chloroquine says not to trust Trump - Business Insider 
370,Every conversation I have nowadays goes something like 'Hi how are you CORONAVIRUS'
371,"If human lives were important to @realDonaldTrump, the US government would have removed cruel #sanctions on #Iran. #coronavirus #Corona #EndIranSanctions"
372,#కరోనావైరస్ నివారణచర్యలు - తీసుకోవాల్సిన జాగ్రర్తలు . #coronavirus #COVIDー19
373,Coronavirus tracked: the latest figures as the pandemic spreads | Free to read https://www.ft.com/content/a26fbf7e-48f8-11ea-aeb3-955839e06441 via @financialtimes
374,دیگه تحمل #تا_سه_نشه_بازی_نشه رو نداریم خداوکیلی! 😱 #coronavirus #Hantavirus #😱
375,‌ تو این ویدیو از روشی برای کمک به دفع کرونا میگم . لینک توی بیو هست سعی کنید خانه بمانید تا این ویروس از بین بره ممنونم #کروناویروس #کورنا #corona #coronavirus #covid_19 #stayhome https://www.instagram.com/p/B-IHPP8gbbU/?igshid=1wnrk6odgqgam
376,o corona vírus nunca entraria na minha casa com o estado caótico dessa geladeira
377,Status of Coronavirus spread in Iraq as of 24 March 2020. 
378,"Iranian people are suffering severely from the pandemic. The unilateral sanctions made the situation even worse: #China's Ambassador to UN, Zhang Jun. #Iran #US_Sanctions #COVID19 #Coronavirus "
379,🔴 #کرونا در #زندان مرکزی #ارومیه جان #زندانیان در خطر است یک کارمند اداره زندانها در زندان مرکزی ارومیه بنام کیا مظاهری به دلیل داشتن علائم ابتلا به ویروس کرونا به خارج از زندان منتقل شد. #COVID19 #coronavirus #ویروس_کرونا 👇👇👇👇👇
380,"Coronavírus: Suspendam todas as contas de luz, água, gás, aluguel, IPTU, internet e Imposto de Renda durante a crise -- assine aqui e RT: "
381,"IRGC to stage biodefense war game, massive cleaning operations #Iran #CoronaVirus #CoronaVirusIran"
382,Let's pray this coronavirus will go away sooner rather than later.
383,"This is cute. ""In Italy, a priest decided to live-stream a mass due to COVID-19. Unfortunately he activated the video filters by mistake"" #coronavirus #COVID19"
384,el coronavirus deja sin patitas a la gorda dep patitas 🤟😔 
385,"Let's get to know #Wuhan more, We only know it where #Corona #Virus is, but in fact Wuhan is much more beautiful than you can imagine or what some #western #countries are trying to settle for. #Great #China 🇨🇳 , 航拍武汉市城市风光集锦 https://youtu.be/xHsldmJle2M via @YouTube"
386,"Stop spreading rumours, fake news and terror #Hantavirus is nothing like #coronavirus #COVID19"
387,"The environmental effects of the corona virus #COVID19 is going to be huge, maybe the world should #StayHome for a week once a year ? 🌎🌍🌏"
388,Har jagah ek corona virus👹 or ek Rona virus dikh rha he 😂😂😂😂
389,coronavirus lead us to world war 3
390,ما خلصنا من فايرس #كورونا طلع لنا فايروس #هانتا ومن الصين أيضاً #تاجيل_اقساط_قروض_البنوك #الكويت #كورونا_الكويت #Corona #Coronavid19 #coronavirus
391,"The good news out of this crisis is that there are more than 139,000 people who have now recovered from the #coronavirus. The disease is NOT a death sentence, nevertheless, there is strong need for us to protect ourselves by staying more at home. Limit your moment #COVID19Nigeria"
392,#Iran |Ilhan Omar is using the corona virus to bash America to the benefit of regime 
393,#Iran |Iranians caught between corona virus and regime suppression 
394,"Trump said he ""would love to have the country opened up and just raring to go by Easter."" The holiday this year lands on April 12. #CoronaVirus "
395,"#Italy reports 5,249 new cases of #Coronavirus &amp; 743 new deaths, raising total to 69,176 cases &amp; 6,820 dead..😭"
396,Supercomputers are being used to study coronavirus https://www.ranzware.com/2020/03/24/supercomputers-are-being-used-to-study-coronavirus #Tech #Technews #Ranzware
397,"Coronavirus updates: Trump says US will be open ‘soon,’ Tokyo Olympics postponed – CNET https://www.ranzware.com/2020/03/24/coronavirus-updates-trump-says-us-will-be-open-soon-tokyo-olympics-postponed-cnet-2 #Tech #Technews #Ranzware"
398,"Coronavirus updates: Trump says US will be open ‘soon,’ Tokyo Olympics postponed – CNET https://www.ranzware.com/2020/03/24/coronavirus-updates-trump-says-us-will-be-open-soon-tokyo-olympics-postponed-cnet #Tech #Technews #Ranzware"
399,Coronavirus Cases in GCC as of 24.03.2020 
400,Snapchat’s Zenly launches coronavirus Stay Home leaderboard https://www.ranzware.com/2020/03/24/snapchats-zenly-launches-coronavirus-stay-home-leaderboard #Tech #Technews #Ranzware
401,AI snitches on naughty Brits who won’t stay home during coronavirus pandemic https://www.ranzware.com/2020/03/24/ai-snitches-on-naughty-brits-who-wont-stay-home-during-coronavirus-pandemic #Tech #Technews #Ranzware
402,Twitter is donating $1M across two foundations to support journalism during the coronavirus pandemic https://www.ranzware.com/2020/03/24/twitter-is-donating-1m-across-two-foundations-to-support-journalism-during-the-coronavirus-pandemic #Tech #Technews #Ranzware
403,"الرئيس ترامب يطلب ""إعادة فتح"" الاقتصاد وعودة الأمور الي طبيعتها في عيد الفصح ١٢ ابريل على الرغم من الانتشار السريع للفيروس Trump wants to 'reopen' the economy by Easter despite rapid coronavirus spread "
404,Corona —corona virus Hunters—hantavirus Castle lite—??🤔🤔🤔 Castelitis???? Kodi zukhala bwanji apa😂😂😂😂😂😂
405,"Elderly woman in Kirkuk confirmed to have contracted #coronavirus, says Kirkuk's health administration, bringing Iraqi case total to 317 "
406,"que borbulhe no fogo do satanás meu anjo que não quero fuma maconha com vc, não quero te vê, eu prefiro pega coronavirus doq fica do seu lado filho da puta"
407,Please Stay at Home😎 Designed by : mahdi navardi #mahdinavardi #designer #graphic #graphic_arts #graphic_designer #tourism #iran #canada #usa #مهدی_نوردی #طراحی #طراحی_گرافیک #هنر #هنرمند #corona #coronavírus #کروناویروس #کرونا #home #stay #گرافیک_علیه_کرونا #stayhome
408,Thank you so much dear Lisa... Please careful yourself about Corona virus 🙏😘🤗
409,#Coronavirus update by Tuesday 24 March pm @HumanizeMedical @MediaIMC
410,"""The Coronavirus is very much under control in the USA. We are in contact with everyone and all relevant countries. CDC &amp; World Health have been working hard and very smart. Stock Market starting to look very good to me!"" - Trump on Feb 24, one month ago to the day "
411,"Roshna Raid, 2 years old girl from #Erbil tested positive with #coronavirus today. #Hawler #Kurdistan #COVID2019"
412,#CoronaVirusFromMinorChastisement glory be to Him. but you are atheist people and you will indeed see what you did not expect from the scheme of Allah’s unknown soldier (Corona-virus) the suffocator. 05 - 03 - 2020 AD https://www.nasser-yamani.com/showthread.php?p=324273 India New Delhi Corona COVID19
