,Text
194,👍 on @YouTube: Ontario to temporarily reduce hydro rates amid coronavirus pandemic 
195,These free online exercise offers will help keep you fit and sane during the coronavirus pandemic 
196,The curve in Italy (YELLOW: Current cases --- GREEN: Recovered -- GREY: Deceased) Source: Civil Protection (Health Ministry) #Coronavirusitalia #Coronavirus #COVID19 #COVID_19 https://www.ilpost.it/2020/03/24/coronavirus-notizie-italia-martedi-24-marzo/andamento-9/ via @ilpost
197,Judge rejects Michael Cohen's coronavirus-linked plea for release from prison 
198,Florida mayor donates salary to pay residents' utility bills during coronavirus crisis 
199,Swiss hotel offers luxury quarantine package including $500 coronavirus test - Seattle Times 
200,"Coronavirus: EDA, bringing back 750 Swiss abroad – view - The KXAN 36 News http://dlvr.it/RSV3X2"
201,5 Ways to Ease Your Coronavirus Anxiety by @YentlSpiteri
202,"Azzo oggi ho detto di non dare nulla a quella demente di #GretaThunberg adesso vengo a sapere che il padre è forse lei, sono positivi al #coronavirus, che gufo che sono, ma vedranno che i respiratori sono in plastica? Ma andate a fanculo, dementi salvatori di sto cazzo"
203,#Football comes together in #Coronavirus battle #COVID_19 https://ferw.eu/news/football-comes-together-in-coronavirus-battle/ via @FIFA Ethics and Regulations Watch
204,THE DARK LINK BETWEEN THE CORONAVIRUS AND COMPOUND INTEREST https://youtu.be/T8j6W9eTmr0 via @YouTube
205,Il Lugano aiuta il personale sanitario: «Un modo per dire grazie» #fcl #coronavirus 
206,Combattere il #Coronavirus... in Plague Inc. ☣️ 
207,Il Presidente Mattarella chiama Cirio. Oggi morti di coronavirus due operatori sanitari piemontesi http://dlvr.it/RSV2yL
208,Il Presidente Mattarella chiama Cirio. Oggi morti di coronavirus due operatori sanitari piemontesi http://dlvr.it/RSV2kw
209,"Il coronavirus non è stato sviluppato per loro ma per impoverire l’Occidente. Questi le mani non le lavavano e non le lavano adesso, non hanno le possibilità"
210,stop taking corona virus as an excuse that you don‘t get laid.
