,Text
210,"For comprehensive and independent coverage of the Corona virus developments, subscribe to this guy. Information and analysis I’ve found to be consistently reliable. 👇 "
211,"Difficult finding information, but last year’s figures were 1600 dying daily having tried to calculate it based on population&the death rate per thousand, then taking the population with the 600 coronavirus deaths the other day, don’t know if the 600 would be in addition or not"
212,I seem to be speaking to my friends more than ever now. We have a WhatsApp group where we just share Coronavirus memes and debate about whether wine is an essential product.
213,"Se il prestigioso @FT che a sua volta riporta uno studio dell'Università di Oxford dice la verità, allora forse l'Immunità di Gregge, bollata come nazista e pericolosa, non era così campata per aria. #coronavirus "
214,"John, you know, a #GetBrexitDone voter, &amp; Jack, not an idiot like John, both fall ill to the coronavirus, need to be saved, but there's only one IC bed free. A quick social media scan shows John behaved irresponsibly, while Jack contracted the virus in spite of isolation. So?"
215,BREAKING- WARMINGTON: Subway operator tests positive for coronavirus | Toronto Sun 
216,1.12cm in 2019 Coronavirus in 2020 
217,"Are you feeling anxious, nervous over this crisis? DM for details of a WhatsApp group chat, that you will get support and have the chance to help others. DM us for more details. #coronavirus #coronavirusUK #londonlockdown"
218,PSA: Pornhub premium is now free bc coronavirus. You’re welcome
219,"@IDS_UK on lessons from the #ebola crisis and how #COVID19 is "" laying bare inequalities and anxieties, discrimination and division; but also galvanising solidarities and collective action"" @OwenJones84 @AOC @BernieSanders #coronavirus #inequality"
220,Healthy people will survive Coronavirus. Eugenics in its purest form.
221,Andy Cohen won't release more 'Housewives' amid coronavirus https://pagesix.com/2020/03/24/heres-why-andy-cohen-wont-release-more-housewives-amid-coronavirus/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @pagesix
222,"The reported rate of Coronavirus cases per 100,000 people in each country: 🇮🇹 114.4 🇨🇭 114.1 🇪🇸 90.0 🇦🇹 58.7 🇳🇴 52.8 🇩🇪 39.4 🇧🇪 36.8 🇫🇷 34.2 🇳🇱 32.5 🇩🇰 27.5 🇸🇪 22.6 🇬🇧 11.9 http://opros.co.uk #COVIDー19"
223,"I'm sorry for Brazilians having this egit Bolsonaro as President, currently going full 'coronavirus is a media conspiracy that only affects the old anyway, so fuck 'em' but if it means the country stays open for me to transit through then... is there a German word for this??"
224,"With UK's measures to ensure public safety against #coronavirus. I, working as a label operative for a food producing company have a ""GOINGG OUTSIDE LOICENSE MATE"" to ensure we can keep making food for the people that need it."
225,Deixa eu tentar entender. A China é inocente e quem propagou o coronavirus foi @jairbolsonaro ? É isso que a imprensa quer que acreditemos?
226,Anyone else got Coronavirus insomnia? #coronvirusuk #COVID_19uk #INSOMNIA #CoronavirusLockdown
227,Running scared as the truth behind the @GretaThunberg TM - is out there and spreading almost as fast as #coronavirus Oooo look at my book - who’d of guessed it.
228,No face mask? No problem! Improvise with a pair of boxer shorts... #CoronavirusLockdown #coronavirus 
229,UK Government : Pay Self-Employed 80% of their median salary during the Coronavirus pandemic. - ¡Firma la petición! http://chng.it/MJkFHxqj via @UKChange
230,Chimp Sanctuaries Restrict Visits Over Concerns About the Coronavirus #primate #news
231,Royal Mail introduces new measures in north-east to combat coronavirus https://www.eveningexpress.co.uk/fp/news/local/royal-mail-introduces-new-measures-to-combat-coronavirus/ #Scotland #aberdeen
232,Coventry #BBQ makes front page of bbc website #coronavirus #lockdown
233,American playwright Terrence McNally dies aged 81 of coronavirus after health complications https://www.express.co.uk/celebrity-news/1259809/Terrence-McNally-dead-death-coronavirus-covid-19-health-complications-news-latest
234,"Because China's 'nasty communist dictatorship' cares more about their people than the economy. But as far as Boris Johnson & Dominic Cummings are concerned, it's all about the economy, so ""many more families are going to lose loved ones"" #coronavirus #COVID19"
235,If all these celebrities are getting coronavirus. Then there’s no hope for us.
236,Updated Guidance just out Coronavirus (COVID-19): implementing social distancing in education and childcare settings 
237,So glad he is PM and not that Muppet Show that is the Labour Party. They would be debating the gender of Corona virus
238,"Nicola’s message to Scotland seemed stricter and clearer, if your work isn’t relate to the fight against Coronavirus, then you stay at home. Boris is too weak, we need strong decisive leadership. He’s got too much of his eye on the economy over peoples’ lives."
239,Ask @NeilBarofsky how Congress should make sure that coronavirus relief money is well spent https://www.bloomberg.com/opinion/articles/2020-03-23/coronavirus-bailout-needs-strong-federal-watchdogs?sref=MIZZDqs9 via @bopinion
240,"Coronavirus Update (Live): 418,474 Cases and 18,611 Deaths from COVID-19 Virus Outbreak - Worldometer https://www.worldometers.info/coronavirus/#countries"
241,New post at Indigo Jo Blogs -- A soft #lockdown (on the latest government moves in response to the #Coronavirus outbreak and public stupidity last Saturday): http://www.blogistan.co.uk/blog/mt.php/2020/03/24/a-soft-lockdown
242,And Brexiteers say it’s despicable to link coronavirus with Brexit. Their very own government is doing just that.
243,Boris Johnson really let the Coronavirus in the UK before you 
244,Who can I talk about Coronavirus with? They keep telling me to shut up at home
245,"likely to result will be public health scourges of the first order. “Is Our Fight Against Coronavirus Worse Than the Disease?”, New York Times 20th March 2020 "
246,دقت کردید همه همدیگه و زامبی میبینن از هم میترسن،؟،؟ وضعیت روانی دنیا افتضاح شده #coronavirus
247,You ain't gonna enjoy it if coronavirus is here tcgjbjbh
248,Mums genuinely getting annoying with constantly talking about Coronavirus it’s so boring
249,"According to AFP estimates, some 1.7 billion people across the world are now living under some form of lockdown as a result of the coronavirus. That’s almost a quarter of the world population. The world economy has seen nothing like this. Lockdown!thene… https://ift.tt/2UgocSd"
250,"Coronavirus could have infected half of Britain, say Oxford experts WHY are we treating the situation as a joke, when we should avoid contact? It is NOT a HOLIDAY, it is VERY SERIOUS! We ALL need to do as requested, it is to STOP DEATHS! "
251,Disney made corona virus so everyone would buy Disney+
252,Police to arrest Brits with coronavirus who ignore quarantine https://metro.co.uk/2020/03/15/police-arrest-coronavirus-patients-ignoring-quarantine-12400302/?ito=article.amp.share.top.twitter via @MetroUK
253,"Coronavirus: France deaths hit 1,100 as another 743 die in Italy #COVID19 #coronavirus #France #Italy #pandemic #quarantine #emergency http://yamkin.com/2020/03/24/coronavirus-france-deaths-hit-1100-as-another-743-die-in-italy-covid19-coronavirus-france-italy-pandemic-quarantine-emergency/"
254,omg this #is how my life should be witht my extended summer break but coronavirus really making homos scared wtf even the bareback gays #fiveguysaweek
255,Nothing but respect for any coronavirus patients who travel to the new Excel Centre hospital via Boris Johnson’s cablecar
256,"when all this is over all the absolute crud , the spitters and car wreckers of nhs staff can go 🖕i hope your wait in A&amp;E is an extremely very very very long one 'Am I going to die, Mummy?' 'Healthy' boy, 5, hospitalised with coronavirus https://metro.co.uk/2020/03/24/mummy-going-die-mother-warns-symptoms-perfectly-healthy-boy-5-hospitalised-coronavirus-begs-people-stay-home-12451196/?ito=article.amp.share.top.twitter via @MetroUK"
257,"I’ve just signed up to be a NHS Volunteer Responder to support the Coronavirus effort, but also registered as a First Aider on the @GoodSamApp too. Anyone out there that can, have a look into it and see if you can help."
258,Goddamn you coronavirus! But oh well I hope in the end this will be worth it 
259,Coronavirus: how do Italy and the UK compare? 
260,Cybersecurity Crisis Management During the Coronavirus Pandemic https://j.mp/3drN80C
261,I gust got this stupid boris Johnson how much is it costing the government to send texts http://GOV.UK CORONAVIRUS ALERT New rules in force now: you must stay at home. More info &amp; exemptions at http://gov.uk/coronavirus Stay at home. Protect the NHS. Save lives.
262,#anotherone ⚰️❓ Chase star #PaulSinha AKA #Sinnaman pays tribute to quiz teammate John Jacob Cause: #coronavirus 🦠 
263,@metpoliceuk enforcing lock down powers in London parks!! Well done government and tell them to flipping stay indoors idiots 😡!! #coronavirus #COVIDIDIOTS
264,"Day 1 of isolation, we drew ourselves. #unbroken #heavymetal #metal #metalband #unbrokenmetal #quarantine #coronavirus #day1 https://www.instagram.com/p/B-IqmzbBiR4/?igshid=1sp429e9r711f"
265,My dogs are gonna be hella depressed when I have to go back 😔😔😔 #COVIDー19 #CoronavirusLockdown #coronavirus #Isolation #dogs
266,Abba kyari buhari chief of staff has tested positive(covid-19)..should staying home be the only measure to curb corona virus? Join me on this week edition (replay)of nature trends with… https://www.instagram.com/p/B-IqmvznuLv9JLUom4-BAybvZCFCMc8cvjyBXY0/?igshid=mo4uerzm1spo
267,"Arsenal make £100,000 donation to organisations fighting coronavirus and p... #Arsenal https://fanly.link/d0b6bcd791"
268,BBC News - Coronavirus: Coventry barbecue crowd dispersed https://www.bbc.co.uk/news/uk-england-coventry-warwickshire-52025918 Absolute whoppers!! Thick selfish bastards!!
269,What the fuck is happening over in that old Gwent corridor? Aneurin Bevan Health Board with a staggering amount of #COVID19 cases. The front runner in a race nobody wants to win! #coronavirus
270,"India, population 1.3 billion, orders 'complete' coronavirus lockdown #CoronavirusLockdown"
271,The worldwide coronavirus pandemic has exposed once again in the most clear-cut manner that the most basic interests of the working class and the very survival of humanity are incompatible with imperialism. 
272,"Worth a look, even though the latest version of the plan simply mentions it: “Coronavirus Stimulus Offered By House Financial Services Committee Creates New Digital Dollar” #Covid-19"
273,"Bastards doing coronavirus challenge, licking toilet seats. Instead of licking toilet seats, they should lick a coronavirus patients toe.! That would be a perfect coronavirus challenge 🙃 #CoronaVirusChallenge #COVIDIDIOTS #covid19UK"
274,"Gosh it’s depressing, though a vital reality check, watching @BBCNewsnight mercilessly itemising the relentless march of the fearsome #CoronaVirus and the foolishness of many humans"
275,The new coronavirus can likely remain airborne for some time. That doesn’t mean we’re doomed https://www.statnews.com/2020/03/16/coronavirus-can-become-aerosol-doesnt-mean-doomed/ via @statnews
276,Coronavirus Will Change the World Permanently. Here’s How... https://politi.co/3bc2qod via @politico
277,First @DUALIPA postpones her tour (and rightfully so) but now @Camila_Cabello follows suit!💔 #COVID19 #coronavirus
278,"Really, truly, the coronavirus symptom at the bottom of everyone’s list of concerns but I haven’t tasted anything in 10 days."
279,Too sad to hear of Papy Groove's passing - Manu Dibango African saxophone legend. The world is lesser now #Coronavirus #COVID19 has ended his life @ZrazyMusic @JavaJazzFest @irishmusicparty @musicfightevil @NCH_Music @johncreedon @jazzfest @AfricaMusic1 @AfricaMusicComm @SDG2030
280,"1/ Dr. David Katz is an American physician and founding director of the Yale University Prevention Research Center What he says about coronavirus: I am deeply concerned that the social, economic and public health consequences of this near-total meltdown of normal life 👇"
281,Local and federal authorities alarmed at an acceleration in the coronavirus’s spread in New York City 
282,"Wishful thinking. Just look at Steve Hilton. Former Tory adviser uses 130,000 austerity deaths to argue against coronavirus shutdown "
283,"If u ever hve any leftover food don’t throw it away, just put it outside yr house or sidewalks, the strays hve no means of feeding themselves since all the gerai makan are closed now due to coronavirus lockdown Stay safe, always put on your😷&amp;🧤 whenever you're out to feed them."
284,Coronavirus: Gambia’s President Orders Price Freeze On Basic Commodities https://jollofnewspaper.com/2020/03/24/coronavirus-gambias-president-orders-price-freeze-on-basic-commodities/
285,Coronavirus looking at my asthmatic ass 
286,Kodaline guitarist Mark Prendergast reveals coronavirus diagnosis. @EveningStandard
287,So we all know one day there’s going to be a Hollywood movie called Covid-19 right? #CoronavirusLockdown #coronavirus
288,"#Coronavirus: aujourd’hui, les fake news tuent des gens http://kikayabinkarubi.net/2020/?p=272"
289,It is a SARS virus - I think this is what people are not getting. The disease: 'coronavirus disease' (COVID-19) Virus: 'severe acute respiratory syndrome coronavirus 2' (SARS-CoV-2). And I think this is what makes this new-flu so scary and deadly for some.
290,Coronavirus: How self-isolation is affecting people across the world 
291,That moment that you find out that there was a confirmed case of Corona Virus in your office building on the floor below yours and you were on long term sick. 
292,Coronavirus Has Killed the European Dream https://youtu.be/t-OssT6k5R0 via @YouTube
293,I heard the army were supposed to be coming in? I would feel a lot more confident in beating the coronavirus if we set big massive tank bastards on it.
294,Coronavirus victim’s daughter appeals for people to ‘value life and stay indoors’ 
295,"Also passing signs on the road on the way home from work just now ""CORONAVIRUS STAY AT HOME AND HELP THE NHS"" no cars on the road dreading that the police are going to pull me over and interrogate me. I cant get it to sink into my head. Madness. 2020 is just mad."
296,The Coronavirus Pandemic Forces Leaders To Decide: Save Lives Or The Eco... https://youtu.be/zIp8DxCdoBo via @YouTube
297,Since That Corona Virus Came We Are Not Allowed To Meet Up &amp; If So Than It's Only 2 People Allowed Rather To Go To The Doctor's Or Go Shopping It's Terrible What's Going On At The Moment Even The Shops Are Closing Early So Gonna Stay At Home For Three Weeks Which I Found Over 
298,Submit Your Content http://MediaKombat.com Slim Thug Tests Positive for Coronavirus http://dlvr.it/RSVXQ4 Submit Your Content http://MediaKombat.com
299,Rising to the Challenge of the Novel SARS-coronavirus-2 (SARS-CoV-2): Advice for Pulmonary and Critical Care and an Agenda for Research | American Journal of Respiratory and Critical Care Medicine | Articles in Press https://www.atsjournals.org/doi/abs/10.1164/rccm.202003-0741ED#.XnqcED3q_30.twitter
300,If someone dies untested it doesn't count as a Coronavirus death does it. For Trump it's just about numbers and optics. He doesn't care about facts or the truth
301,Coronavirus quarantine appears to be driving a global TikTok download boom - Music Business Worldwide 
302,@humanityfirstuk is running a National Coronavirus Support Line to help people at this difficult time. Just doing our bit 🙏🏼 
303,Apple donates 9 million protective masks to help fight coronavirus pandemic https://www.technologyshout.com/apple-donates-9-million-protective-masks-to-help-fight-coronavirus-pandemic/
304,#coronavirus Why do you blow the horn? “To keep the tigers away”. But there are no tigers here.” “There you see!”
305,"Please stay at home, #coronavirus. My mam and dad are both at risk, please think about the consequences, I'm terrified to lose them! Be sensible please xxx"
306,EVERYONE PAY ATTENTION ; go on netflix right now and type in ‘my secret terrious’ click on season 1 episode 10 and skip it forward to 53 minutes exactly! REMEMBER this series came out in 2018 2 years ago! #CoronavirusLockdown #coronavirus #coronavirusuk
307,We must use social distancing to reduce the spread of coronavirus (COVID-19) in the UK. See how the virus is developing in your local area and across the UK using this site. 
308,"Tigers, like us, need enrichment without the ability to roam far and wide. With the #Coronavirus causing more lockdowns around the world, it’s important that we all #staysafe, #stayactive and #motivated! _ Protect those at risk and #stayhome. Together we can get through this!"
309,Cannabis would be really good for curing the coronavirus. 
310,The Coronavirus Could Force Mass Slaughterhouse Closures https://www.livekindly.co/coronavirus-could-force-mass-slaughterhouse-closures/ via @livekindlyco
311,"I wish I never heard of this fucking coronavirus, in fact, I wish it still never existed. I was cured of my depression thanks to Jesus only for Satan to comes again to cause even more shit and now my depression has returned with a vengence, but unlike before I know there is hope."
312,"This was a post highlighting the effect the Coronavirus is having on people’s lives and death, ur engaging in a debate when all is required is condemning these blatantly racist comments"
313,"Christ, Iain Duncan Smith Skype image on @BBCNewsnight is going to give me nightmares. Can’t he get a better camera for his computer and claim it back on expenses like he did on his underpants? 🤷‍♂️ #coronavirus #Newsnight"
314,"ZAK, MAIZIE & CUNNY VS CORONAVIRUS PART 2 (B) https://youtu.be/b0QYF1flMC4 via @YouTube"
315,The government's full guidance on staying at home and away from others. https://www.gov.uk/government/publications/full-guidance-on-staying-at-home-and-away-from-others/full-guidance-on-staying-at-home-and-away-from-others #covid19 #coronavirus #CoronavirusLockdown #coronvirusuk #lockdownuk
316,"Across Israel, Israelis say thank you to Medical Professionals Fighting Coronavirus - Israel Unwired "
317,Trump asked South Korea for coronavirus help in return for business deals 
318,These emojis are mainly used by insignificant bindis when they run out of ideas.. you must think you are clever.. almost as clever as the ones promoting cow dung as a cure to Corona virus
319,Ouzobillah > and that’s y God has sent this #coronavirus cos human beings behave worse than animals! Absolutely sickening 😡😡😡😡😡
320,It seems my players on FM are spreading coronavirus 💀💀💀 3 people have flu in 4 days
321,where has this train of thought that black people are immune to the coronavirus come from?? sounds like a pretty dangerous thing to be thinking to me
322,"*Coronavirus-RNA, not live coronavirus, was found 17 days after passengers left* *V IMPT CORRECTION* "
323,Andy Cohen Shares the Best and Worst Part of Fighting Coronavirus http://dlvr.it/RSVXGs
324,"Mario Vargas Llosa ha publicado un artículo titulado 'Regreso al medioevo'. Pensé que era su autobiografía, pero es sobre el coronavirus."
325,Good news updates from Glasgow - showcasing the kind things you're doing during coronavirus crisis 
326,NOW EVERYBODY IS REALIZING THAT THE #stocks in THIS #StockMarket ARE DIRT CHEAP.INVESTORS WILL BE SCRAMBLING TO BUY TOMORROW AND THEREAFTER UNTIL THE MARKET IS FAIRLY VALUED AGAIN. #ES_F $SPX $NDX $SPY $DAX #coronavirus
327,"I'd sooner cut a hole in the floor of mi car and run like fred fucking flintstone, than go to these fuck nuts for parts #Boycotthalfords #GreedOverPeople #Coronavirus "
328,"CHINA has just reported a fresh outbreak of a pathogen that is more fatal than coronavirus after a man died from Hantavirus, sparking fears he may have spread the disease to many others. "
329,Did you know Sadiq Khan that London has a third of the total UK Corona virus total? Doesn't that worry you slightly? Or is it just that you don't care? Stop cramming on the tubes!!
330,IBM Supercomputer finds 77 drugs to tackle coronavirus https://principia-scientific.org/ibm-supercomputer-finds-77-drugs-to-tackle-coronavirus/ via @john0sullivanp2
331,ZAK AND CUNNY VS CORONAVIRUS PART 2 (A) https://youtu.be/uqXWZqFWGuA via @YouTube
332,“All the evidence suggests that children—and poor children especially—will bear an incredible burden during the coronavirus pandemic and the attendant economic shocks.” What the #Coronavirus Will Do to #Kids - The Atlantic
333,"Get coronavirus support as an extremely vulnerable person Register if you have a medical condition that makes you extremely vulnerable to coronavirus. For example, you’ll be able to ask for help getting deliveries of essential supplies like food. "
334,The irony of #ByeChris being so deeply Darwinian is the chef's kiss. It's just soooo infuriating that the Coronavirus doesn't discriminate &amp; she could have passed it to everyone she met. That's the infuriating part; her petulant selfishness. Ugh. Boomers need to stop. 
335,@CmChaotic USA shown track record of denying facts just like Coronavirus going to infect over 1 million people in America. Denial of prehistoric worms of Siberia loses all credence. When you have over a million people infected with virus &amp; 1000s of deaths laugh at me again
336,"'Confused, dangerous, flippant': rest of world pans PM's handling of coronavirus "
337,Is there a Tory and corporate agenda? To infantilise the population? Make them comply to online payments. Cashless society? Is China the social control model government is aiming for? #skypapers
338,well u cant cos coronavirus pal
339,"Maybe, just maybe, if I catch feelings for the Coronavirus it’ll leave as well"
340,#coronavirus Gandhi gave #Satyagrah &amp; our encyclopedia at http://womenspowerbook.org makes him one of the stalwarts who contributed to the formation of the #Modern #Civilization. Following the #janataCurfew has Modi contributed too https://bit.ly/2UdrNAy
341,Looking at some of the dinners a see on Snapchat would actually gee you the Coronavirus 🤮
342,@LibDems: Coronavirus developments are unfolding ever more quickly. Find out what we are doing to ensure everyone gets the support they need 👇 
343,"Arsenal are not letting coronavirus stop them from having a dig at Tottenham, with a little help from Thierry Henry https://www.dailystar.co.uk/sport/football/arsenal-dig-tottenham-out-social-21747607"
344,olha mesmo se vc for eleitor do bolsonaro concordar com esse discursso idiota dele de hoje vc e tao psicopata assassino como esse cara pq um cara chamar o coronavirus de gripezinha e incentivar que as coisas voltem ao normal ta mandando o brasileiro pra morte
345,corona virus came because of all the shit festival line ups for this year
346,this is by far the best coronavirus email from a business i’ve gotten 
347,The ethereal soundscape album is coming along just fine. #coronavirus #lockdown #GarageBand
348,OK but what if this whole coronavirus bs goes away just in time for eid? 💀
349,"All kidding aside, I've promised my son that we'll go to Masada together and see David Broza in sunrise concert as his barmy this weekend has been cancelled sadly due to coronavirus. You're very much invited. ❤️"
350,Nigeria: Sick Passenger On Air Peace Flight Causes Coronavirus Panic 
351,Pep gets the maximum respect from me 👏🏾❤🙏🏾 #coronavirus #pep #humanity #kindness
352,A bit of clarity on workers rights during the pandemic and ways of managing your time in isolation #Coronavirus #covid19 #hospitality #isolationessentials
353,"Thought I had something long term and reliable. World says no, I want to fucking die, hopefully the coronavirus takes me so it's not my fault."
354,"Coronavirus is a drop in the ocean compared to the fear and panic you will feel on the day of judgement. Read and ponder over the Quran if you want to understand this truth. And they say: 'When is this promise (going to happen), if you are truthful (34:29"
355,Coronavirus: How to sign up to become an NHS volunteer responder http://news.sky.com/story/coronavirus-how-to-sign-up-to-become-an-nhs-volunteer-responder-11963205
356,Coronavirus in China: Hubei Province Lockdown Eased After 2 Months - The New York Times 
357,There is more chance in getting the coronavirus in Hospital than out side of it. And your asking for volunteers to help out? #takingahugerisk
358,Workout from Home because of Corona Virus #stayhome #withme https://youtu.be/jduvaXJ47I8 via @YouTube
359,My motivation be like: i need to study a lot bc i need to get a fucking matura #coronavirus #COVID19 #HomeQuarantine #homeschooling #onlineclasses
360,Austrian ski resort probed over claims it covered up coronavirus cases https://mol.im/a/8147199 via @MailOnline
361,"When They Have You Isolated, Afraid and in Front of The TV They control your mind #Coronavirus #deepstate #newworldorder #nwo #oneworldgovernment #vaccinatethemedia #lockdown #sham #economiccollapse #bigpharma #socialdistancing"
362,"Says acclaimed virologist Dr Beth Rigby, Director, Corona Virus Research, The Crick Institute."
363,"Yeah, especially with this coronavirus about!"
364,Is that the same #Trailfinders bosses that funded the Tories at the last election? 🤔 #Travel #Coronavirus #CovIdiots #TravelBloggers
365,"I've had a couple of moments. It was during a report on coronavirus in a Syrian refugee camp. These people who had relatively normal lives, completely destroyed, and then this final indignity, and not even enough soap..."
366,A bit of clarity on workers rights during the pandemic and ways of managing your time in isolation #Coronavirus #covid19 #hospitality #isolationessentials
367,Cascada star Natalie Horler tests positive for coronavirus saying she’s ‘still getting her head around the diagnosis’ 
368,"Lady Gaga a reporté la sortie de son album à cause du Coronavirus, des larmes coulent sur mes grosses joues."
369,Lebanon: Judges use WhatsApp to interrogate detainees amid coronavirus lockdown | #VIDEO
370,RJ passa a medir temperatura de passageiros que chegam no Galeão https://glo.bo/33IAiGD #G1 #coronavírus #coronavírusnosauna gay
371,A model for others to follow? How South Korea solved its acute hospital-bed shortage #Coronavirus 
372,Coronavirus: Man dies after ingesting chloroquine in attempt to ward off COVID-19 
373,Coronavirus: 'Only go to workplace if you can't operate from home' says health secretary 
374,"Conor McGregor has made a passionate call to the Irish Government and the world to introduce a ""full lockdown"" amid the coronavirus crisis. Find out more: https://bbc.in/2Jce5HB"
375,Jeremy Clarkson issues plea to ‘save' The Grand Tour co-star James May amid coronavirus fears https://www.express.co.uk/celebrity-news/1259753/Jeremy-Clarkson-James-May-coronavirus-covid-19-Instagram-video-news-latest
376,Church of England closes all churches for funerals and weddings amid coronavirus https://www.mirror.co.uk/news/uk-news/coronavirus-church-england-closes-churches-21747406
377,Labour accuses Boris Johnson of 'breaking his promise' to renters facing eviction over coronavirus 
378,Shui-yin Sharon Yam for HKFP: #Coronavirus and surveillance tech: how far will gov'ts go and will they stay when they get there? https://www.hongkongfp.com/2020/03/24/coronavirus-surveillance-tech-far-will-govts-go-will-return-freedoms-people/ via @hongkongfp
379,If Chris Chibnall wants to do something truly legendary he should rewrite the next season as Doctor WHO in which The Doctor joins the World Health Organization in the battle against Coronavirus.
380,#JoinEUProcurementSchemeNow 📢@BorisJohnson 📢@MattHancock 🏥You've run our NHS into the ground. Time to look after them so they can take care of us all. 😷👩‍⚕️👨‍⚕️🥼 #ProtectTheNHS #ThankYouNHS #PPEshortage #PPENow #coronavirus 
381,The only social media left that isn't overrun with coronavirus and self isolation content is tumblr and as a result I shall be reverting back to 2013 me and scrolling for 13 hours per day
382,@watsoncomedian @paulcwatson Good to see that long-shot Twitter user @Tokyo2021 has rocketed up from 4 followers last week to 26 today. That's true exponential growth - take that #coronavirus ! #Tokyo2021
383,"""Coronavirus May Have Already Infected Half of U.K. Population"" "
384,Coronavirus: How to sign up to become an NHS volunteer responder http://news.sky.com/story/coronavirus-how-to-sign-up-to-become-an-nhs-volunteer-responder-11963205
385,"Shame in 2020, massive companies won't be nice because they want to, but because if they don't they'll see a sharp decline in sales. One day I want to be a company owner. I'm 30, by the time I'm 60, it'll happen. And I'm going to pay everyone a LOT. #coronavirus #uk"
386,UK Government Incompetence is putting at risk the lives of front line personnel in the fight to contain #coronavirus 
387,Trump suggests how nice a governor is to him could impact federal aid to state for coronavirus - CNN 
388,"'Confused, dangerous, flippant': rest of world pans PM's handling of coronavirus "
389,"Coronavirus is definitely a kick in the back for the world. It won't be a 1000 years until the world fights a virus with a much higher mortality rate, hopefully the world sorts shit out. Food for thought..."
390,Workout from Home because of Corona Virus https://youtu.be/jduvaXJ47I8 via @YouTube
391,If you REALLY wanted the drama you would do it for the fans.
392,"Hmmmm, I think I'll pass for now, I'm nowhere near that desperate yet - this is only week 3 of self-isolation, for goodness sake! 😳😜😂 #covid #coronavirus #lockdown #halal @Noel Park N22 https://www.instagram.com/p/B-IqFiigQRU/?igshid=1rzgz0y6czhq5"
393,Coronavirus: Intensive care beds to rise four-fold https://www.heraldscotland.com/news/18331924.coronavirus-intensive-care-beds-rise-four-fold/?ref=rss #Scotland
394,Coronavirus may have infected half of UK population — Oxford study The main take-away of this is that mass anti-body testing will be crucial to minimise both health and economic consequences of Covid-19 
395,não gente não é corona virus (eu acho)
396,"BBC News - Coronavirus: Only go to your job if you cannot work from home, like a burglar or astronaut - Hancock "
397,People are very naive to think it’s just the elderly who can get Coronavirus
398,"BBC News - Coronavirus: British nationals stranded abroad in 'dire' situation https://www.bbc.co.uk/news/uk-politics-52023501 what are these people doing abroad! It beggars belief. This situation has being growing since January, they’ve had plenty of time to get home. It won’t affect me attitude..it has"
399,Coronavirus outbreak live updates from @nytimes:
400,I would like that Gollum Bolsonaro gets Coronavirus again....and badly.... 
401,"After Movie Delays, Could Christopher Nolan’s Tenet Be The First Post-Coronavirus Blockbuster In Theaters? http://dlvr.it/RSVX5p"
402,197 countries now have Coronavirus. I think that’s every country in the world 🌍
403,Day 3 - evening coronavirus app update: Managed feedback on draft outline Received 18 first drafts of pages from co-author @lehnent - thank you!! Started designing app visuals - thanks Kiran! Lots of emails with team and partners Thanks everyone. Moving forward...
404,http://GOV.UK CORONAVIRUS ALERT New rules in force now: you must stay at home. More info &amp; exemptions at http://gov.uk/coronavirus Stay at home. Protect the NHS. Save lives.
405,"Es un troll de srilanka y no comprende muy bien el idioma debe tener pa100cia va de grande pa bobo.. y ya sabe ahora con el coronavirus se aburren, puede tener 9 años o puede tener 70 su coeficiente no le da pa más "
406,'Absence of coronavirus clarity from Downing Street to cost lives' - Mirror Online 
407,Join us tomorrow at 2pm for our Coronavirus call on Financial Planning and Community actions during temporary closure of your Science Centre or Museum Register before 9.30 and Zoom details will be sent to you 
408,Mum praised for genius pram idea to protect baby in coronavirus crisis - Mirror Online 
409,Todo mundo batendo panela nas varandas aí um bolsominion “vai trabalhar vagabundos” nosso vizinho afrontoso respondendo “ah vai lá em baixo pegar corona vírus querido”
410,"Coronavirus lockdown in the UK: Here's a guide to what you can (and can't) do | Politics News | Sky News https://news.sky.com/story/coronavirus-these-are-the-very-limited-reasons-britons-can-leave-their-homes-11962612 Not sure some understand these guidelines. Some telling people they’ve been out doing things that ain’t on any Gov list here, yet lecturing others.🤔"
411,"""..Theatre changes hearts, that secret place where we all truly live,"" ""The world needs artists more than ever to remind us what truth and beauty and kindness really are."" #TerrenceMcNally : Playwright dies of coronavirus complications "
412,How about we do a big applause from doorways balconies etc for Tim Berners Lee without whose invention we would all be lost now? #coronavirus #covid19 #theinternet #applause4tim
413,"2/ it may redirect you to an official looking website BUT remember ☝ malicious code can be downloaded to your phone, causing many problems. WAIT for an OFFICIAL letter, for more info, go to http://gov.uk in your browser. Better safe than sorry! #COVID19 #coronavirus"
414,Why a #coronavirus vaccine may take 18 months to reach the public https://www.inquirer.com/health/coronavirus/coronavirus-covid19-vaccine-safety-testing-inovio-immune-20200323.html?outputType=amp&amp;__twitter_impression=true via @TomAvril1
415,Why has this video been deleted? #Coronavirus 
416,The older generations really out here giving zero fucks 🤦🏻‍♀️ #RoleReversals #CoronavirusLockdown #StayHome #coronavirus #parenting #Isolation
417,The Independent: Boris Johnson is the boy who cried wolf – no wonder nobody’s listening to him about coronavirus. http://www.independent.co.uk/voices/coronavirus-boris-johnson-lionel-messi-stay-at-home-a9418711.html via @GoogleNews
