,Text
195,"France : Vingt-cinq ordonnances ""coronavirus"" en conseil des ministres https://fr.fashionnetwork.com/news/France-Vingt-cinq-ordonnances-coronavirus-en-conseil-des-ministres,1200601.html?src=twt#twt"
196,"@talbotlabTSL anyone looking into cell biology and how to the COVID-19 enter the host cell, to compare how different or similar it is to the SRAS? I recall endocytosis was involved in the entering mecanism of Coronavirus."
197,Trying out a few #coronavirus one-liners on #dating apps. I’ll let y’all know which ones are most successful.
198,Docteur Grippette #coronavirus #COVID19 #confinement
199,Coronavirus: Trump veut que «l'Amérique retourne au travail» 
200,Arrêter on a tous déconne avec le coronavirus elle a déconne le temps d'une soirée et je pense que maintenant elle a compris
201,Le plus tôt possible mais en fonction des recommandations des scientifiques sur le coronavirus.
202,Coronavirus on mange quand on veut
203,"Regardez ""Coronavirus : Remerciements, Toxicité des Traitements, Mortalité"" sur YouTube "
204,"Le pauvre... si il ne dormait que 3h par njit, on aurait des masques ? Des tests ? Des hôpitaux avec des moyens ? Et combien de morts en moins sur les 1000 Français morts du #coronavirus"
205,Going to the grocery store now feels like you are Furiosa in Mad Max Fury Road. Dodging everything so you don’t touch anything only to reach your destination and find out there’s nothing there - it’s all gone. #coronavirus #COVID19
206,New post: Coronavirus : Les joueurs de la sélection qui ont fait des dons au Fonds 1818 http://journaltunisie.info/2020/03/24/coronavirus-les-joueurs-de-la-selection-qui-ont-fait-des-dons-au-fonds-1818/
207,"Bolsonaro acaba de se pronunciar perante toda a população brasileira desmerecendo, mais uma vez, o corona vírus e as medidas de prevenção. Se a doença sair do controle, é impeachment ou renúncia!"
208,Coronavirus COVID-19 (2019-nCoV) COVID -19 MAPS https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
209,Einschränkungen bei Bestattungen wegen Coronavirus - http://lokalo.de/artikel/191525/einschraenkungen-bei-bestattungen-wegen-coronavirus/
210,"Coronavirus : demande de rançon, vol de données, faux ordre de virement... les cyberattaques, l'autre virus qui se développe "
211,if the danger of the coronavirus has passed and everything is allowed back.. then i will give a big party and get drunk.
212,"Coronavirus: un premier patient contaminé porte plainte pour ""entrave aux mesures d’assistance” https://www.bfmtv.com/police-justice/coronavirus-un-premier-patient-contamine-porte-plainte-pour-entrave-aux-mesures-d-assistance-1881564.html via @BFMTV"
213,"Prof Ricciardi on #coronavirus cases doubling every 3 days in #NY ""never seen anything like this in the contemporary history"""
214,Exactement ! Dès que j’ai su le coronavirus en chine j’ai carrément annuler mon voyage en Asie et j’ai vite compris la patate et pourtant je suis une simple femme employée et loin d’être une lumière ... donc l’état qui n’a pas vu venir la chose .... bizarre
215,""" Tu y crois toi À tout ce qu'on te raconte Qu'on laisse crever nos vieux Pour que tout aille mieux Y a la tune et la gloire Et l'odeur des charniers Doit y'avoir autre chose..."" #Coronavirus #Bourse #BCE #UE #FMI #Juncker #ParadisFiscal"
216,"Ecoutez et partagez gratuitement cette émission : “Commentaires de l’actualité : les élections municipales, le coronavirus et ses conséquences économiques ; Chronique du grand-large ; Chronique du courrier des auditeurs ; Une heure avec Roland Hureaux” https://www.radiocourtoisie.fr/2020/03/23/libre-journal-du-lundi-soir-du-23-mars-2020-commentaires-de-lactualite-les-elections-municipales-le-coronavirus-et-ses-consequences-economiques-chronique-du-grand-large-chronique-d/"
217,"El coronavirus neta está sacando un lado bien pendejo del humano, qué es esa mamada de aplaudir a la nada?"
218,Sauf que le coronavirus vient de deux espèces la chauve-souris et le pangolin.
219,240 morts de plus... morts dans les hôpitaux de France... on y rajoute ceux mort chez eux... ça donne quoi ??? #coronavirus #COVID19 #StayHome #RestezChezVous
220,"Pour le coup, cela me semble en effet une évidence. Incompétence et morgue ont cheminé pour conduire à l irresponsabilité du gt. https://www.atlantico.fr/decryptage/3588232/coronavirus--comment-la-technocratie-nous-a-methodiquement-mene-dans-le-mur-yves-roucaute. #coronavirus #CoronavirusFrance @raoult_didier @PulpLiberal @IHU_Marseille"
221,"Grippe, coronavirus, mesures drastiques et confinement : le chef et les veaux par Alexandre Gerbi (son site) mardi 17 mars 2020 "
222,🚨 #coronavirus À partager merci pour ceux qui se dévouent pour nous 
223,#coronavirus - Italy-Bound Cruise Ship Had 36 #Covid19 Cases During Marseille Stop - @ShipNews http://dlvr.it/RSVWc1
224,The cure to the Coronavirus is at the end of those rainbows
225,#Covid19 #coronavirus - California Asks @realDonaldTrump To Deploy USNS Mecy To LA - @ShipNews http://dlvr.it/RSVWc0
226,#Covid19 - US To Deploy Hospital Ships For #Coronavirus Response - @ShipNews http://dlvr.it/RSVWby
227,#coronavirus #Covid19: South Africa Bans Cruise Ships - @ShipNews http://dlvr.it/RSVWbw
228,"Coronavirus blijkt nog gevaarlijker dan gedacht: niet enkel kwetsbare en oudere personen moeten aan het beademingstoestel, ook de economie moet zuurstof worden gegeven! #Coronacrisis #SamentegenCorona #DeCoronaKomiek"
229,"With the death toll soaring past 300,000 this year and a quarter of humanity now infected, the pandemic shows no signs of abating. Yet unlike the novel coronavirus, this disease is preventable, curable and centuries-old: tuberculosis "
230,Coronavirus: l’Allemagne accueille des malades de France et d’Italie https://www.lemonde.fr/international/article/2020/03/24/coronavirus-l-allemagne-accueille-des-malades-de-france-et-d-italie_6034299_3210.html via @lemondefr
231,Moi et mon coronavirus tous les soirs 💕 
232,CoronaVirus 🦠🦠🦠🦠What? 6 More Weeks!!!? Lockdown! Because off y’all 😭😭😭 @TF1 @EmmanuelMacron @MATUIDIBlaise @PauDybala_JR @DanieleRugani @Fellaini @Calteck10 @KDTrey5 @rudygobert27
233,"Grippe, coronavirus, mesures drastiques et confinement : le chef et les veaux par Alexandre Gerbi (son site) mardi 17 mars 2020 https://jesuismalade.org/2020/03/24/grippe-coronavirus-mesures-drastiques-et-confinement-le-chef-et-les-veaux-par-alexandre-gerbi-son-site-mardi-17-mars-2020/"
234,Coronavirus – Nantes : l’EFS appelle les donneurs de sang à continuer de se rendre aux collectes malgré le confinement 
235,"J’ai rêvé que j’avais le corona virus, je pars prier trop c’est trop"
236,En pleine crise du #Coronavirus : halte aux distributions indécentes de dividendes La loi d’urgence vient d’être adoptée sans aucune mesure prise pour encadrer les distributions des dividendes aux actionnaires et les rémunérations des dirigeants. http://lesaf.org/en-pleine-crise-du-covid-19-halte-aux-inconcevables-et-indecentes-distributions-de-dividendes/
237,♥️ confinement jour 9 #confinementjour9 #coronavirus #RestezChezVous #ensemblealamaison
238,"Nice piece by @LostNCheeseland in Fortune magazine on new #books being released in #coronavirus season, I think I'm quoted but I'm too afraid to look. "
239,Le coronavirus c’est une famille de virus bouffon 
240,Courage à ceux qui ont des proches malade à cause du coronavirus 🙏🏾💪🏾💓 Dieu est grand et il est avec nous
241,La vérité sur le CORONAVIRUS COVID-19. Pasteur MARCELLO TUNASI culte du ... https://youtu.be/5BBnRxq1_mM via @YouTube
242,Oui je sais ça rho ! Mais beaucoup de gens appellent le Covid-19 coronavirus encore quand même ! Mais sinon tu as raison Jordy !!!! 🤝
243,"Eres tonto? Te ha afectado la cuarentena? El gato caga en el sofá? Si esa es la higiene que tienes en tu casa, el coronavirus será el menor de tus problemas"
244,Coronavirus : Le confinement pourrait durer six semaines en.. https://www.aujourdhui.press//news/271572/coronavirus-le-confinement-pourrait-durer-six-semaines-en-france-soit-jusqu-039-a-fin-avril
245,"OJO: Los aportes de kit para #CoronaVirus de TODOS los partidos no son visto por ellos realmente como "" Aportes"" se llama RELACIONES PUBLICAS ( en estos tiempos próximo a elecciones pues Campaña política). PD: Si viene a decir que "" como quiera es malo"" OK #MiOpinión"
246,"Attendez je ne suis pas fou , il on bien dit qu’ils allaient prolonger le confinement pendant une période de 6 semaines 🥺😱 j’espère vraiment que c’est un gag les amis dites-moi que c’est une caméra cachée.. #coronavirus"
247,Je pense qu’au début personne ne prenaient le coronavirus au sérieux mais quand on voit à la télé que bcp de gens meurent et sont touchés sa fait réfléchir
248,Coronavirus outbreak (covid 19) explained through 3D Medical Animation https://youtu.be/I-Yd-_XIWJg via @YouTube
249,Coronavirus : un homme écroué après avoir été verbalisé à huit reprises pour ne pas avoir respecté les règles du confinement https://www.francetvinfo.fr/sante/maladie/coronavirus/coronavirus-un-homme-ecroue-apres-avoir-ete-verbalise-a-huit-reprises-pour-ne-pas-avoir-respecte-les-regles-du-confinement_3883277.html
250,Comment on sait que c'est le coronavirus ? Ils sont testés ?
251,shows you how much 6 TRILLION DOLLARS is. #coronavirus $btc #bitcoin
252,"En Essonne, la préfecture interdit l’accès aux parcs, forêts, berges et promenades contre le coronavirus - France 3 Paris Ile-de-France "
253,WHO Health Alert brings COVID-19 facts to billions via @WhatsApp Just tap hi to start looking for answer! #COVID19 #coronavirus #WHO @WHO https://www.who.int/news-room/feature-stories/detail/who-health-alert-brings-covid-19-facts-to-billions-via-whatsapp#.Xnoe0diRAsU.twitter
254,Whaaa lorsque je vous dit que l’école c’est important 😭 Bordel de cul Coronavirus c’est la famille tête de bite ! Le virus qui se propage actuellement c’est le covid19 qui existe depuis lonnnngtemps déjà étudié par les chercheurs... c’est fou d’être né par le cul comme ça 🥵 
255,"Coronavirus : 22 300 cas, 1 100 morts... le point sur la situation en France - http://actu.fr https://actu.fr/societe/coronavirus/coronavirus-22-300-cas-1-100-morts-point-sur-situation-france_32519036.html via @GoogleNews"
256,EN IMAGES. Les rues de Paris désertées après la mise en place du confinement contre le coronavirus - France 3 Paris Ile-de-France 
257,2.6 Milliards d’êtres humains en lockdown partiel ou total (l’Inde vient d’y passer). #coronavirus #COVID19 #StayHome
258,Ta pas donner pour mon porte hélico les autres mérite plus que toi mais juste parceque chuis pas raciste je vote pour toi #coronavirus #SolidariteCOVID19 #فيروس_كورونا
259,Why this Nobel laureate predicts a quicker coronavirus recovery: 'We're going to be fine' 
260,"Coronavirus. ​​​​​​​le Nantais Jean-Luc Harousseau, ancien patron de la Haute Autorité de Santé, prescrit la chloroquine - France 3 Pays de la Loire "
261,"☹️ Je n'ai pas de mots. En plus vous manquez de moyens. Moi tout ce que je veux, c'est que tu fasses attention à toi. #RestezChezVous #ResterChezVousbordel #CoronavirusFrance #confinement #coronavirus"
262,"Également, une série coréenne de 2018, depuis février 2020 sur Netflix a une allusion sur l'actualité. #mysecreterrius Ça fait froid dans le dos. #Covid_19fr #coronavirus"
263,Coronavirus : le Sacré-Cœur complètement fermé pour la première fois de son histoire - France 3 Paris Ile-de-France 
264,Playwright Terrence McNally dies at age 81 from coronavirus complications 
265,"#Coronavirus #Ehpad Près de Besançon (Doubs), 15 personnes âgées sont décédées dans l’Ehpad de Thise frappé début mars par l’épidémie de #Covid19."
266,"A lasting coronavirus vaccine is more likely since the virus is mutating slowly, scientists say "
267,"Coronavirus : ""Des millions de masques sont disponibles en Chine, mais la France ne les achète pas !"" "
268,"Valls. Le Coronavirus a lui plus de mérite, celui de permettre à la planète de respirer un peu."
269,Voilà voilà :) #COVID19 #coronavirus 
270,The Coronavirus Outbreak | Random42 Scientific Communication https://youtu.be/elWIPbDfLA0 via @YouTube
271,Coronavirus. Le centre social Escale Brizeux encore plus solidaire à Lorient https://bitly.com/3bmohtc #SocialMedia
272,CORONAVIRUS : NOUVELLE ATTESTATION DE DÉPLACEMENT DÉROGATOIRE http://www.olonnes.com/2020/03/coronavirus-nouvelle-attestation-de-deplacement-derogatoire.html #SANTE #CORONAVIRUS
273,Coronavirus - Enterrement et confinement : les règles à suivre en cas de décès - France 3 Paris Ile-de-France 
274,Coronavirus : le désarroi des policiers en Île-de-France - France 3 Paris Ile-de-France 
275,"Is ""Itegemse slok"" waar water uit de Nete en Hasseltse graanjenever aan re pas komen de remedie tegen corona? ""Cas Goossens"" van ""Het leugenpaleis"" is even terug door het coronavirus (en hij ""zit zo geiren in zijn kot"") | VRT NWS: nieuws "
276,#Hantavirus ft. #coronavirus 
277,Coronavirus: des symptômes variés et des aggravations parfois inattendues 
278,Coronavirus : «Le roi est nu» : Michel Onfray tacle la gestion par Macron de la crise du coronavirus. 
279,Penser à toute les équipes médicales qui eux aussi ont besoin de se reposer mais à cause de tout ce qui ne respectent pas le confinement ils ne peuvent pas se reposer s'il vous plaît restez chez vous penser aux infirmier et infirmière service médical🚑 🏨 #coronavirus #COVID19
280,"Das Problem sind in heutigen #Coronavirus Zeiten wahrscheinlich eher Etiketten mit dem Empfänger #Bundeswehr. man muss aus Sicherheitsgründen scheinbar #Inkognito verschicken. Grausam, dass so viele Masken fehlen. der Hund der sie geklaut hat, wird hoffentlich dafür büßen🤬"
281,#Hantavirus #coronavirus #Macronvirus #apocalypse
282,I was sad to hear a friend rant on about how his still has sex with random strangers. Just today his had more than 3encounters. #coronavirus is real guys keep safe it's much more deadly than you think you know.
283,Quand le coronavirus il a ramené tous ses cousins 
284,Whistleblower doctors say coronavirus reinfection even deadlier https://nypost.com/2020/02/19/whistleblower-doctors-say-coronavirus-reinfection-even-deadlier/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypost
285,la prévision sur coronavirus sur netfix 
286,Coronavirus: My girl has a brain tumour - now COVID-19 is stopping us fundraise for US clinical trial 
287,"Supplies? Start with masks Biden/Obama depleted the national stockpile of N95 masks then never replaced it. They had 8yrs, thus putting healthcare professionals at risk. #coronavirus #WrongWayJoe."
288,NOUS Y SOMMES - L'OMS ON S'EN TAPE ! L’OMS exhorte les gens à se passer de l’argent liquide car «les billets de banque sales peuvent propager le coronavirus» https://exoportail.com/loms-exhorte-les-gens-a-se-passer-de-largent-liquide-car-les-billets-de-banque-sales-peuvent-propager-le-coronavirus/ via @@ExoPortail
289,"Depuis janvier, ce gvmt fait passer ses intérêts politiques et financiers avant la santé des Frçs. Nous le paierons en vies humaines et en emplois. #Macronie #cauchemar #coronavirus #crisesanitaire"
290,"Ma seule et unique femme qui m'accompagnera durant cette décennie d'horreur et d'enfermement, je t'aime mie ❤️#confinement #coronavirus ta mère la pute "
291,Bonsoir à toutes et à tous je voudrais dire à la population que si vous continuez de ne pas respecter le confinement qui était demandé les choses vont s'aggrave donc s'il vous plaît respecter leconfinement pour éviter le débordement Du COVID-19penser aux 🏨 #coronavirus #COVID19
292,"Coronavirus : Remerciements, Toxicité des Traitements, Mortalité "
293,"si c confirmé, c une paranoïa de dingos chez les dirigeants européens, ils ont plus peur des Russes que du Coronavirus #COVID19"
294,"#Coronavirus : ""Nous allons démultiplier le nombre de tests réalisés sur le territoire"", promet le ministre de la Santé https://www.francetvinfo.fr/sante/maladie/coronavirus/coronavirus-nous-allons-demultiplier-le-nombre-de-tests-realises-sur-le-territoire-promet-le-ministre-de-la-sante_3883225.html#xtor=CS2-765-[twitter]- via @franceinfo"
295,como q eu vo faze natação ead caralho porra vsf corona virus
296,#coronavirus #Covid19 #LaReunion 11 nouveaux cas confirmés cette nuit. Notre île compte désormais 94 cas avérés au total.
297,"Coronavirus : l'Inde ordonne trois semaines de confinement à ses 1,3 milliard d'habitants https://www.francetvinfo.fr/sante/maladie/coronavirus/coronavirus-l-inde-ordonne-trois-semaines-de-confinement-a-ses-1-3-milliard-d-habitants_3883529.html"
298,"sah les gens de la télé réalité c’est vrmt les plus cons de l’humanité. frérot c’est coréen, et des coronavirus ça existent sous plusieurs formes mais gngngngn les chinois, allez tg "
299,Quand il va croiser le CoronaVirus ptn on va avoir droit à un clasico de malade pour qui niquera l’humanité en premier
300,"#Coronavirus: En 2017, 15 ans après l'épidémie du 1er Syndrome Respiratoire Aigu Sévère, le #SRAS, des chercheurs sont remontés aux origines du virus dans une grotte reculée du Yunnan en Chine. Avec @EmmanuelMacron pour vaincre le #COVーSRASー2.💪"
301,.@BrunoLeMaire : Des gants et des sous pour nos caissières ! #coronavirus #COVID2019 #COVID-19 http://chng.it/mNQjMWDg via @ChangeFrance
302,Rural hospitals forced to do layoffs as coronavirus spreads 
303,só uma mamada no pk é capaz de acabar com o corona vírus 
304,Menos mal que el @colmedchile y ud @izkia hacen parte de la mesa social igual hay que desconfiar de esa élite financiera que cerrará los ojos a las medidas más evidentes para frenar el crecimiento del #coronavirus Gracias por la labor que hacen. 
305,Deux souches de #COVID19 ? Un homme a contracté une double infection du corona virus en Islande 
306,Where tf is Zero One episode 28
307,Vous etes bien bete il existe plusieurs formes de coronavirus et ca depuis bien longtemps 
308,"mais le coronavirus n’est pas un unique virus, c’est une famille. Celui qu’on subit actuellement n’est tout simplement pas le même que celui de la série "
309,#soignonsnossoignants sans masques sans gels sans sur blouses #COVID19 #coronavirus #confinement #CoronavirusFrance
310,Ils auront droit au #coronavirus collective
311,Dans un cercueil à la maison depuis le 18 mars. #coronavirus #covid19
312,Je vais ouvrir un cabinet... Avec l'hystérie #Coronavirus je vais avoir beaucoup de clients...
313,Aujourd'hui. Supermarché G20 quartier Madiraa #Courbevoie. Les caisses sont largement protégées et chaque employé bénéficie au moins d'un masque de protection #Coronavirus 
314,Je vois pas de quoi tu parle j’ai jamais séché j’ai exercer mon droit de retrait à cause de l’épidémie de coronavirus
315,🚨 [PLAN #CORONAVIRUS (COVID-19)] 💬 NOUVELLE ATTESTATION DE DÉPLACEMENT dès le 25 mars 2020. Le ministre de l'Intérieur a annoncé mardi soir sur Twitter la mise en place d'une nouvelle attestation de déplacement dérogatoire. 📥Télécharger l'attestation 🌐 
316,#Coronavirus : voici la nouvelle version de l'attestation de déplacement dérogatoire à remplir pour sortir pendant le confinement https://www.francetvinfo.fr/sante/maladie/coronavirus/coronavirus-voici-la-nouvelle-version-de-l-attestation-de-deplacement-derogatoire-a-remplir-pour-sortir-pendant-le-confinement_3883155.html#xtor=CS2-765-[twitter]- via @franceinfo
317,Il ne faut pas que les patients ait peur de venir consulter quand c'est nécessaire #coronavirus #COVIDー19
318,"We are ALL stressed out over #coronavirus Practice some #selfcare with an online #Live #concert from Madaline, a #punkrock band. Kicks off in 35 min. (8 pm EST/7 PM CST/6 PM MDT/5 PM PST) Facebook https://www.facebook.com/MadalineSka/ Instagram https://www.instagram.com/madalineska/"
319,"Coronavirus x hantavirus; je n’adhère pas aux théories complotistes, mais là on est en droit de se poser des questions je pense!"
320,"Françoise Barré-Sinoussi : « Ne donnons pas de faux espoirs, c’est une question d’éthique ». Elle appelle 🔉 à la PRUDENCE ⚠️ envers le déploiement d’un traitement contre le #coronavirus! . 💪🏻🤞🏽🩺 🧬🧪🌡 #Covid_19fr #COVID19 ⁦@lemondefr⁩"
321,"Que les gens choisissent s'ils veulent être traités par ce medicament,c'est un choix individuel.perso si j'ai le coronavirus je veux le prendre !!"
322,"Coronavirus. En Alsace, « plus les jours passent, plus c’est la panique » : une Bretonne raconte #Coronavirus #Confinement https://www.ouest-france.fr/sante/virus/coronavirus/coronavirus-en-alsace-plus-les-jours-passent-plus-c-est-la-panique-une-bretonne-raconte-6790099 via @ouestfrance"
323,"Das #Coronavirus greift meine Existenz an, ob ich eine Entschädigung vom Bund/Kanton erhalten werde steht noch in den Sternen. Wer mich finanziell unterstützen möchte findet auf meiner Website die Kontoverbindung. Herzlichen Dank für Eure Hilfe. René 🖖🏻🌻 "
324,On peut garder cela après le coronavirus ? 
325,"Avec des ""si"", il n'y aurait pas de coronavirus 😉"
326,"Karine Lacombe a critiqué Raoult. Il se trouve qu'elle a des intérêts avec les labos Gilead qui fabrique le remdesivir (qui est testé contre le coronavirus). Attention, je ne critique pas le remdesivir, mais on peut soupçonner Mme Lacombe d'avoir un conflit d'intérêt..."
327,#coronavirus #COVID19 #confinement Une nouvelle #chanson de la compagnie #JolieMôme: à chanter sur votre #balcon tous les soirs à 20h !
328,Coronavirus: les Ehpad inquiets d’un «scénario catastrophe» 
329,Il est important que tous les parti de gauche cesse leurs désaccords Car l'urgence c'est d'avoir un programme de gauche pour être au service du Peuple de #France #EnsembleAvecNosSoignants #COVID19 #coronavirus #CONFINEMENTJOUR8 #Covid_19fr #CoronavirusFrance #Chloroquine
330,"Le LEAD : Coronavirus, le Pr Raoult menacé après ses déclarations sur l'efficacité de la chloroquine ! "
331,"Ich teile die Einschätzung nicht, dass sich die Schweiz gegen den Hammer entschieden habe. Die neusten Ansteckungsdaten zeigen, dass die Massnahmen nützen. Aber ansonsten eine gute Übersicht zum #Coronavirus #COVID19 #StayTheFHome by Christina Mueller"
332,Contre le Corona virus écoutez ça 
333,"🇲🇦 [FLASH] - Le Maroc a mis au point des tests de dépistage du COVID19 rapides, avec des résultats donnés sous 30 min/1 heure. Contre 5 heures, voir 4/5 jours en France si les laboratoires sont saturés. (Le Desk) #CoronaPandemie #coronavirus #COVIDー19"
334,Il faut un Romain qui s’appelle Coronavirus dans le prochain !
335,Le dio coronavirus a parchis star
336,"Hantavirus... Coronavirus... les gars on sortira pas avant fin août si ça continue, force a nous"
337,T'es un bon frérot que Dieu te protège du Coronavirus toi et toute ta famille 🤲
338,La technologie pour lutter contre le coronavirus : le cas de Taiwan 
339,Comment se protéger du coronavirus ? 
340,Traitement controversé du coronavirus : le CHU de Caen teste la chloroquine depuis vendredi - France 3 Normandie 
341,"En 2020, l'hôpital ne se fout plus de la charité ! #coronavirus #COVID19 #HopitalPublic #ServicePublic #SoutienAuxSoignants #SoutienAuxBlousesBlanches"
342,#COVID19 #Covid_19fr #coronavirus #COVID2019 #CoronaInfoCH #CoronavirusPandemic #my
343,"""Je suis en colère et j'ai la rage"" #coronavirus #COVID19 https://www.liberation.fr/amphtml/debats/2020/03/24/j-ai-la-rage_1782912"
344,"La France franchit la barre des 1000 morts depuis le début de l'épidémie // 1000 Français mort parce qu’on a voler nos hôpitaux , réduits notre service de santé, menti sur les masques, délocaliser en chine les tests. #plusjamaisça #coronavirus "
345,https://bit.ly/2QKAxvF Quelles seront les conséquences de cette #epidemie sur nos libertés ? #coronavirus #CoronavirusFrance #virus #COVID19 #COVID2019
346,Voici la salutation actuelle du au Coronavirus. https://www.instagram.com/p/B-In6sQB8FU/?igshid=ygigm75rlp4u
347,#Hantavirus Monde: Nous avons enfin vaincu le coronavirus nous sommes libre ! Hantavirus: 
348,"They should pay much more in the time of Pandemic, their job is dangerous and they are putting themselves at risk making sure people have food and supplies. I am sure those companies going to make 100s of millions extra during these times! #CoronaVirus #Greed #Economy #COVID19"
349,Chui une grosse pute si j'attrape le coronavirus souvenez vous de ça
350,On devient pire que la Chine à mentir comme ça.. #coronavirus #COVID19 #Chine #StayHome
351,"Pennac, Tesson, Slimani, De Luca : coronavirus et confinement sont-ils de bons sujets pour les écrivains ? https://www.francetvinfo.fr/culture/livres/roman/pennac-tesson-slimani-de-luca-coronavirus-et-confinement-sont-ils-de-bons-sujets-pour-les-ecrivains_3881017.html#xtor=CS2-765-[twitter]- via @franceinfo"
352,"Coronavirus: face à la chute du cours du pétrole, l'Algérie prend des mesures d'austérité http://rfi.my/5ba4.T via @RFI"
353,"So Corona was planned all along 🙃😐 It was on ‘The Secret, Terrius’ in 2018 on Netflix S1 Ep10 53mins. #coronavirus "
354,Paris is now the epicenter of coronavirus cases in France http://sh1.sendinblue.com/v1cv6sr1xt7e.html?t=1585092223
355,"Elle est ravagée du cerveau. Elle dénonce les frères musulmans, mais elle cautionne la violence et l’intimidation. Et ca veut être crédible. Espérons que le coronavirus l’emporte."
356,"Coronavirus : le report des JO de Tokyo, ""un soulagement"" pour Mélina Robert-Michon http://picta.fr/u/4got (@F3Rhone_Alpes) #santé #société #lyon #rhône"
357,Coronavirus COVID 19 : l’Auvergne compte désormais 163 cas confirmés http://picta.fr/u/4gos (@F3Rhone_Alpes) #santé #société #allier #cantal
358,Coronavirus Covid 19 : 1 857 cas sont confirmés depuis le début de l’épidémie en Auvergne-#RhôneAlpes http://picta.fr/u/4gor (@F3Rhone_Alpes) #santé #société #rhône #ardèche
359,"#Coronavirus #COVID19 ☣️ en #Macron-ie 💩 voici les notices et formulaires pour déposer #plainte contre X, en raison de l'incurie et/ou de la malignité des responsables de l'état [...] Victime du Covid-19, Déposez plainte, responsabilisons l'État ! [...] https://plaintecovid.fr"
360,Merci le Coronavirus 🙏🏻🙏🏻🙏🏻 nous sommes le problème 😔😔😔 
361,"Hay 387 casos de coronavirus en TODO EL PAÍS y los médicos estan gritando como si fueramos Italia o España que tienen 100 veces esa cifra. Algo no nos estan diciendo. No hay testeos, pero los enfermos estan."
362,Ils auraient pris un carré de Sucre par jout on dirait que le sucre guérit le coronavirus..
363,#Covid19 #coronavirus - Cruise Ship Zaandam Reports 42 People With Flu-Like Symptoms on Board - @Mar_Ex http://dlvr.it/RSVVQJ
364,#Covid19 #coronavirus - Twenty-Six Coronavirus Cases Linked to Ruby Princess - @Mar_Ex http://dlvr.it/RSVVQ6
365,Networks turn off Trump's coronavirus briefings while he speaks #SmartNews
366,"Coronavirus : ""Des millions de masques sont disponibles en Chine, mais la France ne les achète pas !"" La réquisition stupide a bloqué le marché ! "
367,Il y a le #Coronavirus mais n'oublions pas le #CoranVirus
368,"Obligé de manger un carré de chocolat tous les quart d'heure, pour vérifier que je n'ai pas perdu le sens du goût... #covid19 #coronavirus"
369,Coronavirus - Covid-19 : encore une forte hausse du nombre de cas et de décès dans les Hauts-de-France ces dernières 24h - France 3 Hauts-de-France 
370,RT.@USAdarFarsi-#Iran #coronaVirus حالا @khamenei_ir حتی اجنه را نیز سرزنش می‌کند! آیا او هرگز مسئولیت ۴۱ سال ناکامی رژیم را خواهد پذیرفت؟ #ایران
371,"Inhuman behavior with #coronavirus patients by the doctors in #quetta, If @jam_kamal regime can't treat them then no one has right to misbehave with them. @HamidMirPAK @gabeeno #COVID19 #COVID2019 #CoronavirusLockdown @WHO @DuaBhuttoPTI @fara_yousaf @marvisirmed"
372,"Si c'est un nouveau symptôme du coronavirus, symptôme non encore médiatisé, cela expliquerait alors (en partie) pourquoi les magasins sont dévalisés."
373,"#coronavirus éboueurs, employés, ouvriers, postiers, les héros du quotidien, respect ✊🏼 avec vous toutes et tous ! Merci 🙏 "
374,"Est ce qu’il est conscient que c’est un problème planétaire ! Et qu’il doit faire le nécessaire pour endiguer la propagation ! Tous les pays sans exception ! En une phrase, Clinton atomise Trump sur sa gestion du coronavirus "
375,Beten alleine hilft jetzt nicht unbedingt allein ! Spaniens Katholische Ordensfrauen nähen Mundschütze .. wäre schön .. wenn Sie etwas animiert werden könnten .. 🤗 #COVIDー19 #coronavirus https://t.co/hqBM57dx5g https://twitter.com/fraytalavera/status/1241822688768856068?s=21
376,Y’a plusieurs coronavirus
377,A must read from ⁦@IEA⁩ ⁦chief Dr Birol⁩: How to make the economic recovery from #coronavirus an environmentally #sustainable one
378,Madame vous avez bien décrit la situation malhonnête du gouvernement française et Européenne face à la crise sanitaire. #bravo #coronavirus #confine #europe
379,"$A1XA9J #Valmet Valmet (Buy, TP: EUR23.00) - Risks, but overall well-positioned: We have cut our 2020e EPS by 13% but left 2021– 2022e unchanged on average due to coronavirus-related equipment delivery, service and automation challenges,… http://dlvr.it/RSVV9z #equity #stocks"
380,"le coronavirus c’est un type de virus qui existe depuis longtemps donc y’a rien de bizarre, y’a déjà eu une ou plusieurs épidémies de coronavirus avant, faut pas paniquerrr"
381,« Les plans de #relance devront intégrer la transition écologique pour le #climat et la #biodiversité » post #coronavirus. @valmasdel @franceinfo
382,"Bien pour un gouvernement pro européen ne plus respecter les directives européennes, retour au XIXème siècle, .. nous en reparlerons à la fin de la crise du coronavirus .. dans la rue."
383,"Well given the lockdown due to Coronavirus, i ordered the capacitors required to repair my Saturn model 2 as well as a new AV out plug for French SMS 2. I should get them by April and given that the lockdown in France will last 2 months at least, i hope i can get both working."
384,L'#Espagne suit l'exemple de l'#Italien: il est ordonné de laisser mourir des personnes âgées faute de respirateurs. Hôpital Puerta de Hierro Symbole de collision #coronavirus #COVID19
