subjectivity,polarity
0.4089285714285714,0.04642857142857143
0.6000000000000001,0.7
0.275,0.175
0.375,-0.125
0.65,-0.425
0.0,-0.1
0.3092592592592593,0.12962962962962962
0.75,0.8
0.6888888888888888,-0.4138888888888889
0.45625,0.175
0.4291666666666667,0.29583333333333334
0.6439935064935065,0.07516233766233767
0.0,0.0
0.0,0.0
0.35,0.275
0.1,0.0
1.0,1.0
0.3,-0.2
0.4,0.0
0.5,0.5
0.5,0.13636363636363635
0.5333333333333333,0.2
0.75,1.0
0.675,0.225
0.25,-0.06875
0.2,0.25
0.7694444444444444,0.04999999999999999
0.75,0.25
0.3333333333333333,0.0
0.0,0.0
0.4,-0.25
0.5,0.5
0.0,0.0
0.0,0.0
0.275,0.175
0.0,0.0
0.2,0.05
0.6,0.5
0.5,0.5
1.0,0.52
0.5,-0.5
0.45454545454545453,0.13636363636363635
0.0,0.0
0.5305555555555556,0.2517361111111111
0.0,0.0
0.6785714285714286,0.0
0.5,0.0
0.4,-0.25
0.3,0.15
0.2,0.05
0.0,0.0
0.4772727272727273,0.3181818181818182
0.7,-0.6
0.5773809523809523,-0.024999999999999967
0.5,0.3181818181818182
0.0,0.0
0.0,0.0
0.6388888888888888,0.1388888888888889
0.5,0.13636363636363635
1.0,-0.125
0.5166666666666667,0.25
0.6272727272727273,0.2681818181818182
0.95,-0.4
0.0,0.0
0.0,0.0
0.3,1.0
0.5357142857142857,0.2857142857142857
0.5,0.5
0.0,0.0
0.4147727272727273,0.005681818181818177
0.45454545454545453,0.13636363636363635
0.05,0.0
0.2,0.05
0.3666666666666667,-0.0625
0.0,0.0
1.0,-0.5
0.4,0.15
0.15,0.05
0.25,0.06818181818181818
0.1,0.0
0.3875,-0.0875
0.14444444444444446,0.049999999999999996
0.0625,0.0
0.5357142857142857,0.2857142857142857
0.6,-0.4
0.40984848484848485,0.12670454545454546
0.3,-0.2
0.0,0.0
0.5227272727272727,0.36363636363636365
0.0,0.0
0.41111111111111115,0.22777777777777777
0.75,0.36818181818181817
0.0,0.0
0.5333333333333333,-0.13333333333333333
0.15833333333333333,-0.0041666666666666675
0.7666666666666666,0.2916666666666667
0.25,0.25
0.48888888888888893,-0.09999999999999999
0.4,0.0
0.45,0.02500000000000001
0.0,-0.025
0.35714285714285715,0.0
0.8,0.4
0.5,0.13636363636363635
0.7,0.5
0.5333333333333333,-0.13333333333333333
0.5,-0.16666666666666666
0.5348484848484848,0.07878787878787878
0.5,0.5
0.74,0.43499999999999994
0.0,0.0
0.0,0.0
0.5,0.0
0.0,0.0
0.7272727272727273,-0.38181818181818183
0.2333333333333333,-0.022222222222222213
0.5333333333333333,-0.13333333333333333
0.15000000000000002,0.15000000000000002
0.7222222222222222,0.05555555555555556
0.5357142857142857,0.2857142857142857
0.5,0.0
0.6,-0.4
0.1,0.0
0.0,0.0
0.6,0.0
0.4359090909090909,-0.052727272727272734
0.0,0.0
0.3566233766233766,0.1501298701298701
0.36597222222222225,0.09236111111111109
0.19999999999999998,0.0
0.21458333333333332,-0.10208333333333333
0.3666666666666667,0.0
0.48484848484848486,0.24545454545454545
0.41090909090909084,-0.10590909090909091
0.35416666666666663,0.0625
0.0,0.0
0.24791666666666667,-0.1
0.0,0.0
0.8,0.5
0.4772727272727273,0.1590909090909091
0.75,0.0
0.0,0.0
0.42857142857142855,-0.35714285714285715
0.1,0.0
